ID,First_Name,Last_Name,Gender,DOB,Age,Organisation,Rank,Operational_Region,Operational_City,ChildID
Sac0000394,Diego,Marino,M,18/04/1994,27,Sacra Corona Unita,Capo,Puglia,Lecce,
Cos0003315,Ludovico,Marino,M,27/09/1996,25,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0001084,Valentino,Marino,M,21/11/1963,58,Cosa Nostra,Capo,Sicily,Marsala,
Cos0001407,Guido,Marino,M,23/02/1962,60,Cosa Nostra,Capo,Sicily,Palermo,
Cos0003298,Vito,Marino,M,08/02/2003,19,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0001081,Lapo,Marino,M,20/01/1987,35,Cosa Nostra,Capo,Sicily,Catania,
Cos0002958,Emiliano,Marino,M,25/07/1971,50,Cosa Nostra,Soldier,Sicily,Catania,
Cos0003320,Cosimo,Marino,M,02/10/1955,66,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0003298
Cos0001376,Fausto,Marino,M,21/01/1979,43,Cosa Nostra,Capo,Sicily,Palermo,Cos0003298
Cos0000160,Mattia,Marino,M,21/05/1951,70,Cosa Nostra,UnderBoss,Sicily,Vittoria,Cos0001081
Cos0001101,Ugo,Marino,M,25/03/1958,64,Cosa Nostra,Capo,Sicily,Caltanissetta,
Cos0003331,Mario,Marino,M,28/04/1990,31,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0001105,Riccardo,Marino,M,11/05/1990,31,Cosa Nostra,Capo,Sicily,Palermo,
Cos0003291,Marco,Marino,M,01/10/1991,30,Cosa Nostra,Soldier,Sicily,Catania,
Cos0004716,Renato,Marino,M,07/12/1986,35,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001111,Diego,Marino,M,11/05/1970,51,Cosa Nostra,Capo,Sicily,Messina,Cos0003331
Cos0004722,Guido,Marino,M,14/06/1998,23,Cosa Nostra,Soldier,Sicily,Catania,
Cos0002924,Giacomo,Marino,M,19/04/1999,22,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001046,Mattia,Marino,M,28/07/1955,66,Cosa Nostra,Capo,Sicily,Ragusa,Cos0004716
Cos0004485,Andrea,Marino,M,08/12/1991,30,Cosa Nostra,Soldier,Sicily,Catania,
Cos0000184,Raul,Marino,M,17/01/1962,60,Cosa Nostra,UnderBoss,Sicily,Ragusa,Cos0004722
Cos0004436,Elio,Marino,M,28/03/1983,39,Cosa Nostra,Soldier,Sicily,Caltanissetta,Cos0002924
Cos0004530,Paolo,Marino,M,17/04/1949,72,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0004485
Cos0003355,Raffaele,Marino,M,16/08/1975,46,Cosa Nostra,Soldier,Sicily,Messina,
Cos0004683,Pasquale,Marino,M,30/09/1961,60,Cosa Nostra,Soldier,Sicily,Ragusa,Cos0004436
Cos0002835,Rosario,Marino,M,29/08/1947,74,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0004436
Cos0001129,Emiliano,Marino,M,30/01/1977,45,Cosa Nostra,Capo,Sicily,Gela,
Cos0000104,Zeno,Marino,M,10/04/1960,62,Cosa Nostra,UnderBoss,Sicily,Vittoria,
Cos0002868,Pasquale,Marino,M,17/09/1976,45,Cosa Nostra,Soldier,Sicily,Catania,
Cos0002830,Lucio,Marino,M,28/09/1992,29,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0003261,Mauro,Marino,M,29/10/1961,60,Cosa Nostra,Soldier,Sicily,Gela,
Cos0001042,Alessandro,Marino,M,06/08/1969,52,Cosa Nostra,Capo,Sicily,Catania,
Cos0005387,Raffaello,Marino,M,06/03/1965,57,Cosa Nostra,Associate,Sicily,Syracuse,Cos0002830
Cos0000118,Filippo,Marino,M,25/02/1956,66,Cosa Nostra,UnderBoss,Sicily,Messina,Cos0002830
Cos0003302,Lucio,Marino,M,06/02/1962,60,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0002904,Nicola,Marino,M,10/06/1963,58,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0002867,Bernardo,Marino,M,05/12/1953,68,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0001627,Luisa,Marino,F,07/06/2003,18,Cosa Nostra,Soldier,Sicily,Messina,
Cos0005432,Lorenza,Marino,F,10/06/1959,62,Cosa Nostra,Associate,Sicily,Syracuse,
Cos0001260,Ernesto,Marino,M,27/03/1958,64,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0003075,Roberto,Marino,M,02/10/2004,17,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0003077,Maurizio,Marino,M,21/11/1992,29,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0004781,Dario,Marino,M,16/11/1957,64,Cosa Nostra,Associate,Sicily,Marsala,
Cos0001544,Lorenzo,Marino,M,22/05/1991,30,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0001530,Stefano,Marino,M,10/10/1987,34,Cosa Nostra,Soldier,Sicily,Messina,Cos0003075
Cos0001154,Rosario,Marino,M,29/09/1991,30,Cosa Nostra,Capo,Sicily,Vittoria,
Cos0001288,Pietro,Marino,M,20/11/1971,50,Cosa Nostra,Capo,Sicily,Caltanissetta,Cos0001544
Cos0005449,Bernardo,Marino,M,02/04/1996,26,Cosa Nostra,Associate,Sicily,Messina,
Cos0004546,Emiliano,Marino,M,14/07/1994,27,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0004679,Riccardo,Marino,M,14/11/2003,18,Cosa Nostra,Soldier,Sicily,Catania,
Cos0003001,Renato,Marino,M,20/06/1966,55,Cosa Nostra,Soldier,Sicily,Trapani,Cos0005449
Cos0001035,Ruggero,Marino,M,24/02/1989,33,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0001033,Ugo,Marino,M,08/09/1947,74,Cosa Nostra,Capo,Sicily,Messina,Cos0004546
Cos0002975,Davide,Marino,M,19/08/1954,67,Cosa Nostra,Soldier,Sicily,Palermo,Cos0004679
Cos0005499,Tullio,Marino,M,18/03/1949,73,Cosa Nostra,Associate,Sicily,Catania,Cos0003001
Cos0002929,Greta,Marino,F,19/02/1950,72,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0001035
Cos0003418,Alfredo,Marino,M,27/06/1991,30,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0003062,Silvio,Marino,M,16/05/2002,19,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001039,Cristian,Marino,M,20/06/1949,72,Cosa Nostra,Capo,Sicily,Trapani,
Cos0000100,Paolo,Marino,M,28/08/1960,61,Cosa Nostra,Boss,Sicily,Ragusa,Cos0003418
Cos0003388,Vincenzo,Marino,M,24/07/1949,72,Cosa Nostra,Soldier,Sicily,Messina,Cos0003418
Cos0003393,Antonello,Marino,M,13/05/1972,49,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0003062
Cos0004395,Rocco,Marino,M,06/07/1988,33,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0004392,Elio,Marino,M,17/05/1959,62,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0000063,Paolo,Marino,M,03/10/1949,72,Cosa Nostra,Boss,Sicily,Vittoria,Cos0003393
Cos0001155,Raffaele,Marino,M,11/09/1965,56,Cosa Nostra,Capo,Sicily,Caltanissetta,Cos0004395
Cos0001517,Valerio,Marino,M,16/01/1958,64,Cosa Nostra,Soldier,Sicily,Trapani,Cos0004395
Cos0001519,Gabriele,Marino,M,23/01/1986,36,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0005452,Eva,Marino,F,29/10/1972,49,Cosa Nostra,Associate,Sicily,Marsala,
Cos0005466,Ludovico,Marino,M,18/12/1984,37,Cosa Nostra,Associate,Sicily,Caltanissetta,
Cos0003046,Fabrizio,Marino,M,24/05/1971,50,Cosa Nostra,Soldier,Sicily,Gela,
Cos0001003,Fabio,Marino,M,31/03/1979,43,Cosa Nostra,Capo,Sicily,Trapani,
Cos0005344,Camillo,Marino,M,20/07/1973,48,Cosa Nostra,Associate,Sicily,Marsala,
Cos0003416,Raffaele,Marino,M,08/01/1949,73,Cosa Nostra,Soldier,Sicily,Caltanissetta,Cos0005466
Cos0001356,Stella,Marino,F,07/02/1994,28,Cosa Nostra,Capo,Sicily,Palermo,
Cos0001580,Antonio,Marino,M,18/07/2003,18,Cosa Nostra,Soldier,Sicily,Gela,
Cos0003269,Rosario,Marino,M,06/09/1967,54,Cosa Nostra,Soldier,Sicily,Gela,
Cos0003084,Felice,Marino,M,01/03/1994,28,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0000244,Ernesto,Marino,M,14/09/1957,64,Cosa Nostra,Capo,Sicily,Palermo,Cos0001356
Cos0004373,Ugo,Marino,M,21/01/1948,74,Cosa Nostra,Soldier,Sicily,Ragusa,Cos0001580
Cos0001212,Vito,Marino,M,03/09/1979,42,Cosa Nostra,Capo,Sicily,Trapani,
Cos0004639,Claudio,Marino,M,15/01/1984,38,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0003154,Antonello,Marino,M,01/07/1947,74,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0000982,Simone,Marino,M,19/08/1963,58,Cosa Nostra,Capo,Sicily,Marsala,
Cos0003441,Davide,Marino,M,03/11/1963,58,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0004639
Cos0002727,Tommaso,Marino,M,01/06/1981,40,Cosa Nostra,Soldier,Sicily,Messina,
Cos0000028,Roberto,Marino,M,17/09/1979,42,Cosa Nostra,Boss,Sicily,Palermo,
Cos0002712,Giuliano,Marino,M,15/03/1968,54,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0004653,Paola,Marino,F,09/09/2000,21,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0001181,Massimo,Marino,M,06/08/1955,66,Cosa Nostra,Capo,Sicily,Trapani,Cos0002727
Cos0001179,Mauro,Marino,M,13/02/1964,58,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0001244,Valeria,Marino,F,17/12/1988,33,Cosa Nostra,Capo,Sicily,Ragusa,
Cos0001547,Leonardo,Marino,M,23/06/1970,51,Cosa Nostra,Soldier,Sicily,Marsala,Cos0004653
Cos0004549,Adriano,Marino,M,25/09/1998,23,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0005341,Alberto,Marino,M,05/10/1950,71,Cosa Nostra,Associate,Sicily,Catania,Cos0001244
Cos0004640,Mirco,Marino,M,08/04/1971,51,Cosa Nostra,Soldier,Sicily,Messina,Cos0001244
Cos0004327,Ernesto,Marino,M,26/03/1948,74,Cosa Nostra,Soldier,Sicily,Trapani,Cos0001547
Cos0001601,Ezio,Marino,M,14/03/1959,63,Cosa Nostra,Soldier,Sicily,Ragusa,Cos0004549
Cos0003484,Mirco,Marino,M,30/07/1995,26,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0001195,Zeno,Marino,M,08/06/1952,69,Cosa Nostra,Capo,Sicily,Syracuse,Cos0004640
Cos0004328,Simone,Marino,M,14/06/1947,74,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0001250,Carlo,Marino,M,05/03/1989,33,Cosa Nostra,Capo,Sicily,Palermo,
Cos0005307,Tommaso,Marino,M,31/05/1949,72,Cosa Nostra,Associate,Sicily,Trapani,Cos0003484
Cos0002662,Saverio,Marino,M,28/10/1973,48,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001599,Giacomo,Marino,M,24/12/2003,18,Cosa Nostra,Soldier,Sicily,Gela,
Cos0000026,Domenico,Marino,M,07/11/1957,64,Cosa Nostra,Boss,Sicily,Trapani,Cos0001250
Cos0005302,Antonio,Marino,M,18/12/1984,37,Cosa Nostra,Associate,Sicily,Palermo,
Cos0000950,Francesco,Marino,M,06/03/1980,42,Cosa Nostra,Capo,Sicily,Gela,Cos0001599
Cos0003477,Mauro,Marino,M,09/07/1964,57,Cosa Nostra,Soldier,Sicily,Palermo,Cos0001599
Cos0001550,Bianca,Marino,F,13/07/1988,33,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0001548,Alberto,Marino,M,09/03/1958,64,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0005302
Cos0002645,Claudio,Marino,M,01/05/1949,72,Cosa Nostra,Soldier,Sicily,Marsala,Cos0000950
Cos0004444,Rocco,Marino,M,16/05/1947,74,Cosa Nostra,Soldier,Sicily,Marsala,Cos0003477
Cos0003448,Simone,Marino,M,19/10/1963,58,Cosa Nostra,Soldier,Sicily,Messina,Cos0001550
Cos0000263,Mattia,Marino,M,21/04/1947,74,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0005486,Nicola,Marino,M,07/02/1969,53,Cosa Nostra,Associate,Sicily,Palermo,
Cos0002719,Raul,Marino,M,21/05/1985,36,Cosa Nostra,Soldier,Sicily,Gela,
Cos0003117,Gianluca,Marino,M,15/02/1968,54,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001559,Gioele,Marino,M,22/05/1949,72,Cosa Nostra,Soldier,Sicily,Caltanissetta,Cos0005486
Cos0000243,Antonello,Marino,M,06/03/1991,31,Cosa Nostra,Capo,Sicily,Caltanissetta,
Cos0002914,Maurizio,Marino,M,28/12/1979,42,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0002743,Giacomo,Marino,M,17/06/1963,58,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0002962,Simone,Marino,M,24/08/1957,64,Cosa Nostra,Soldier,Sicily,Marsala,Cos0000243
Cos0000173,Zeno,Marino,M,27/05/1947,74,Cosa Nostra,UnderBoss,Sicily,Gela,Cos0000243
Cos0002963,Valerio,Marino,M,16/11/1979,42,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0000116,Edoardo,Marino,M,11/11/1947,74,Cosa Nostra,UnderBoss,Sicily,Vittoria,
Cos0001059,Renato,Marino,M,17/05/1979,42,Cosa Nostra,Capo,Sicily,Trapani,
Cos0005378,Roberto,Marino,M,22/12/1975,46,Cosa Nostra,Associate,Sicily,Marsala,
Cos0002969,Raffaello,Marino,M,13/04/1952,69,Cosa Nostra,Soldier,Sicily,Marsala,Cos0002963
Cos0001445,Giacomo,Marino,M,30/05/1979,42,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0002681,Tullia,Marino,F,24/12/1949,72,Cosa Nostra,Soldier,Sicily,Palermo,Cos0001059
Cos0004609,Vincenzo,Marino,M,07/06/1967,54,Cosa Nostra,Soldier,Sicily,Messina,
Cos0001227,Fabio,Marino,M,21/09/1978,43,Cosa Nostra,Capo,Sicily,Gela,
Cos0001247,Gabriele,Marino,M,06/07/1973,48,Cosa Nostra,Capo,Sicily,Ragusa,
Cos0001175,Fausto,Marino,M,18/04/1980,41,Cosa Nostra,Capo,Sicily,Trapani,
Cos0003454,Emiliano,Marino,M,27/06/1967,54,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001571,Giovanni,Marino,M,12/07/1978,43,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0003178,Elio,Marino,M,21/10/1965,56,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0003456,Lavinia,Marino,F,15/08/2003,18,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0001598,Alessandro,Marino,M,13/02/1983,39,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0005319,Biagio,Marino,M,05/04/1966,56,Cosa Nostra,Associate,Sicily,Caltanissetta,
Cos0002713,Fabio,Marino,M,26/05/1988,33,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0000012,Nicoletta,Marino,F,27/12/1954,67,Cosa Nostra,Boss,Sicily,Messina,Cos0003456
Cos0002671,Stefano,Marino,M,07/09/1964,57,Cosa Nostra,Soldier,Sicily,Palermo,Cos0001598
Cos0001575,Sergio,Marino,M,25/10/1963,58,Cosa Nostra,Soldier,Sicily,Gela,Cos0002713
Cos0002672,Alfredo,Marino,M,04/11/1978,43,Cosa Nostra,Soldier,Sicily,Gela,
Cos0000031,Pasquale,Marino,M,04/06/1982,39,Cosa Nostra,Boss,Sicily,Caltanissetta,
Cos0000962,Massimo,Marino,M,20/08/1971,50,Cosa Nostra,Capo,Sicily,Palermo,
Cos0004616,Salvatore,Marino,M,06/02/1972,50,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0000964,Camillo,Marino,M,11/12/1958,63,Cosa Nostra,Capo,Sicily,Caltanissetta,Cos0002672
Cos0004678,Vittorio,Marino,M,09/06/1961,60,Cosa Nostra,Soldier,Sicily,Marsala,Cos0000031
Cos0004570,Dario,Marino,M,18/05/1953,68,Cosa Nostra,Soldier,Sicily,Palermo,Cos0000962
Cos0000088,Elena,Marino,F,03/12/1961,60,Cosa Nostra,Boss,Sicily,Ragusa,
Cos0003770,Fabio,Marino,M,01/01/1989,33,Cosa Nostra,Soldier,Sicily,Catania,
Cos0002173,Valentino,Marino,M,13/07/1969,52,Cosa Nostra,Soldier,Sicily,Messina,
Cos0002001,Fausto,Marino,M,13/11/1989,32,Cosa Nostra,Soldier,Sicily,Catania,
Cos0004023,Lorenzo,Marino,M,16/03/1961,61,Cosa Nostra,Soldier,Sicily,Marsala,Cos0003770
Cos0001998,Walter,Marino,M,31/07/1961,60,Cosa Nostra,Soldier,Sicily,Trapani,Cos0003770
Cos0002289,Raffaello,Marino,M,24/08/1973,48,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0001924,Alessandro,Marino,M,20/07/2000,21,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0003784,Donatella,Marino,F,31/12/1980,41,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0001894,Bruno,Marino,M,11/04/1957,65,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0002289
Cos0000674,Ezio,Marino,M,26/12/1987,34,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0002308,Maurizio,Marino,M,09/04/1960,62,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0001924
Cos0002205,Patrizio,Marino,M,23/04/1984,37,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0000919,Samuele,Marino,M,21/07/1972,49,Cosa Nostra,Capo,Sicily,Palermo,
Cos0002599,Isabella,Marino,F,02/10/1995,26,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001697,Felice,Marino,M,31/10/2000,21,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0001637,Antonio,Marino,M,13/04/1964,57,Cosa Nostra,Soldier,Sicily,Messina,Cos0002205
Cos0000934,Lapo,Marino,M,03/02/1974,48,Cosa Nostra,Capo,Sicily,Trapani,Cos0002599
Cos0003521,Alessio,Marino,M,26/07/1951,70,Cosa Nostra,Soldier,Sicily,Trapani,Cos0002599
Cos0002611,Nicola,Marino,M,07/10/1952,69,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0001697
Cos0003569,Raul,Marino,M,22/08/1951,70,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0000934
Cos0002565,Biagio,Marino,M,03/03/1981,41,Cosa Nostra,Soldier,Sicily,Catania,
Cos0004274,Raul,Marino,M,26/11/1976,45,Cosa Nostra,Soldier,Sicily,Gela,
Cos0002578,Roberto,Marino,M,28/05/2001,20,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0000356,Carlo,Marino,M,04/08/1975,46,Cosa Nostra,Capo,Sicily,Catania,
Cos0005159,Alessio,Marino,M,20/08/1991,30,Cosa Nostra,Associate,Sicily,Trapani,
Cos0000751,Ernesto,Marino,M,28/08/1970,51,Cosa Nostra,Capo,Sicily,Vittoria,Cos0002578
Cos0000559,Fulvio,Marino,M,25/12/1970,51,Cosa Nostra,Capo,Sicily,Syracuse,Cos0002578
Cos0001981,Bernardo,Marino,M,09/12/1966,55,Cosa Nostra,Soldier,Sicily,Syracuse,Cos0005159
Cos0003794,Ginevra,Marino,F,03/11/1961,60,Cosa Nostra,Soldier,Sicily,Palermo,Cos0005159
Cos0000734,Alessio,Marino,M,01/06/1976,45,Cosa Nostra,Capo,Sicily,Syracuse,
Cos0004990,Ilaria,Marino,F,27/02/2000,22,Cosa Nostra,Associate,Sicily,Ragusa,
Cos0004065,Fabio,Marino,M,09/04/1958,64,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0004116,Gianluca,Marino,M,04/04/1956,66,Cosa Nostra,Soldier,Sicily,Catania,Cos0000734
Cos0003737,Antonio,Marino,M,03/05/1960,61,Cosa Nostra,Soldier,Sicily,Catania,Cos0004990
Cos0003498,Tullia,Marino,F,21/04/1950,71,Cosa Nostra,Soldier,Sicily,Marsala,Cos0004990
Cos0000578,Carlo,Marino,M,20/12/1949,72,Cosa Nostra,Capo,Sicily,Vittoria,
Cos0003762,Gioele,Marino,M,04/06/1981,40,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0001879,Michele,Marino,M,14/08/1947,74,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001882,Salvatore,Marino,M,11/09/1989,32,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0005021,Raffaele,Marino,M,04/10/1972,49,Cosa Nostra,Associate,Sicily,Marsala,
Cos0003746,Diego,Marino,M,02/05/1969,52,Cosa Nostra,Soldier,Sicily,Ragusa,
Cos0005097,Lorenzo,Marino,M,18/05/1963,58,Cosa Nostra,Associate,Sicily,Gela,Cos0001882
Cos0003750,Gabriele,Marino,M,03/06/1981,40,Cosa Nostra,Soldier,Sicily,Catania,
Cos0000491,Michele,Marino,M,03/12/1996,25,Cosa Nostra,Capo,Sicily,Messina,
Cos0002170,Walter,Marino,M,15/10/1973,48,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0002504,Carlo,Marino,M,17/11/1970,51,Cosa Nostra,Soldier,Sicily,Gela,
Cos0002326,Alfredo,Marino,M,02/01/1991,31,Cosa Nostra,Soldier,Sicily,Catania,
Cos0004980,Guido,Marino,M,03/11/1987,34,Cosa Nostra,Associate,Sicily,Marsala,
Cos0004971,Elio,Marino,M,22/10/2001,20,Cosa Nostra,Associate,Sicily,Marsala,
Cos0002210,Sofia,Marino,F,19/09/1953,68,Cosa Nostra,Soldier,Sicily,Trapani,Cos0002504
Cos0000893,Ernesto,Marino,M,01/09/1959,62,Cosa Nostra,Capo,Sicily,Messina,Cos0002326
Cos0003524,Sebastiano,Marino,M,24/04/1961,60,Cosa Nostra,Soldier,Sicily,Caltanissetta,Cos0004980
Cos0003557,Elettra,Marino,F,10/02/1968,54,Cosa Nostra,Soldier,Sicily,Palermo,Cos0004971
Cos0003953,Simone,Marino,M,18/05/1963,58,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0000330,Ugo,Marino,M,07/04/1965,57,Cosa Nostra,Capo,Sicily,Trapani,
Cos0000351,Raffaele,Marino,M,31/10/1962,59,Cosa Nostra,Capo,Sicily,Messina,
Cos0003538,Marco,Marino,M,07/06/1955,66,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001717,Giovanna,Marino,F,27/12/1983,38,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0002619,Niccolo,Marino,M,28/02/1970,52,Cosa Nostra,Soldier,Sicily,Messina,
Cos0001714,Ruggero,Marino,M,03/01/1966,56,Cosa Nostra,Soldier,Sicily,Catania,
Cos0004238,Alberto,Marino,M,01/08/2000,21,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0002618,Cosimo,Marino,M,04/10/1972,49,Cosa Nostra,Soldier,Sicily,Gela,
Cos0003933,Giovanna,Marino,F,17/06/1983,38,Cosa Nostra,Soldier,Sicily,Gela,
Cos0002622,Adriano,Marino,M,10/05/1996,25,Cosa Nostra,Soldier,Sicily,Catania,
Cos0002523,Giulio,Marino,M,12/10/1951,70,Cosa Nostra,Soldier,Sicily,Palermo,Cos0004238
Cos0005045,Riccardo,Marino,M,29/09/1967,54,Cosa Nostra,Associate,Sicily,Messina,
Cos0005046,Edoardo,Marino,M,01/07/1948,73,Cosa Nostra,Associate,Sicily,Catania,Cos0003933
Cos0004222,Tullio,Marino,M,03/10/1989,32,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0002633,Claudio,Marino,M,14/10/1957,64,Cosa Nostra,Soldier,Sicily,Catania,
Cos0001658,Tullio,Marino,M,06/05/1963,58,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0003593,Angelo,Marino,M,04/08/2001,20,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0004837,Elio,Marino,M,02/07/1958,63,Cosa Nostra,Associate,Sicily,Caltanissetta,Cos0004222
Cos0004871,Leonardo,Marino,M,10/01/1976,46,Cosa Nostra,Associate,Sicily,Gela,
Cos0002514,Ernesto,Marino,M,30/08/1981,40,Cosa Nostra,Soldier,Sicily,Vittoria,Cos0003593
Cos0002582,Giacomo,Marino,M,18/09/1982,39,Cosa Nostra,Soldier,Sicily,Trapani,Cos0003593
Cos0004829,Paolo,Marino,M,09/02/1987,35,Cosa Nostra,Associate,Sicily,Syracuse,
Cos0003584,Fabrizio,Marino,M,14/05/1998,23,Cosa Nostra,Soldier,Sicily,Messina,
Cos0000325,Michele,Marino,M,04/08/1970,51,Cosa Nostra,Capo,Sicily,Caltanissetta,
Cos0002536,Giuliano,Marino,M,09/10/2003,18,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0003544,Mattia,Marino,M,06/04/1989,33,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0004251,Renato,Marino,M,01/04/1959,63,Cosa Nostra,Soldier,Sicily,Caltanissetta,Cos0003584
Cos0002544,Guido,Marino,M,03/09/1976,45,Cosa Nostra,Soldier,Sicily,Trapani,Cos0002536
Cos0004839,Ferdinando,Marino,M,19/06/1947,74,Cosa Nostra,Associate,Sicily,Vittoria,Cos0002536
Cos0003981,Biagio,Marino,M,16/10/1984,37,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0003925,Marcello,Marino,M,15/04/1970,51,Cosa Nostra,Soldier,Sicily,Messina,
Cos0002603,Ugo,Marino,M,04/10/1971,50,Cosa Nostra,Soldier,Sicily,Syracuse,
Cos0003560,Massimo,Marino,M,04/06/1947,74,Cosa Nostra,Soldier,Sicily,Messina,Cos0003981
Cos0004258,Saverio,Marino,M,04/10/1976,45,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0002047,Elena,Marino,F,02/09/1995,26,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0005274,Marcello,Marino,M,21/02/1997,25,Cosa Nostra,Associate,Sicily,Caltanissetta,
Cos0003983,Valentina,Marino,F,21/09/1966,55,Cosa Nostra,Soldier,Sicily,Gela,
Cos0002607,Samuele,Marino,M,23/09/1968,53,Cosa Nostra,Soldier,Sicily,Messina,Cos0002047
Cos0002563,Riccardo,Marino,M,18/04/1990,31,Cosa Nostra,Soldier,Sicily,Vittoria,
Cos0004255,Saverio,Marino,M,30/04/1989,32,Cosa Nostra,Soldier,Sicily,Palermo,
Cos0002548,Alessio,Marino,M,30/05/1995,26,Cosa Nostra,Soldier,Sicily,Marsala,
Cos0002101,Giacomo,Marino,M,26/10/1947,74,Cosa Nostra,Soldier,Sicily,Palermo,Cos0002607
Cos0001640,Bruno,Marino,M,19/06/1976,45,Cosa Nostra,Soldier,Sicily,Gela,
Cos0001668,Pietro,Marino,M,21/01/1984,38,Cosa Nostra,Soldier,Sicily,Catania,
Cos0003975,Asia,Marino,F,30/08/2005,16,Cosa Nostra,Soldier,Sicily,Caltanissetta,
Cos0001705,Paolo,Marino,M,14/07/1983,38,Cosa Nostra,Soldier,Sicily,Catania,
Cos0003927,Antonello,Marino,M,20/05/1968,53,Cosa Nostra,Soldier,Sicily,Trapani,
Cos0001980,Alfredo,Marino,M,14/10/1977,44,Cosa Nostra,Soldier,Sicily,Marsala,Cos0003975
Cos0000712,Ferdinando,Marino,M,15/02/1948,74,Cosa Nostra,Capo,Sicily,Marsala,Cos0003975
Cos0001969,Emanuele,Marino,M,11/06/1975,46,Cosa Nostra,Soldier,Sicily,Marsala,
