,Police_ID,DOB,First_Name,Last_Name,Gender,Region,City,Police_Force,Rank,Most_Recent_Contact,Mafia_ID,Organisation
559,PGA78841613,1963-05-19,Marco,Costa,M,Puglia,Andria,Polizei di Stato,Sergeant,Cam0004851,Cam0004851,Camorra
560,CPA737806451,1985-02-06,Maurizio,Ferraro,M,Campania,Naples,Guardia di Finanza,Financier,Cam0000150,Cam0000150,Camorra
561,PGA147852718,1982-05-25,Lapo,Bruno,M,Puglia,Bari,Polizei di Stato,Superintendent,Cam0000150,Cam0000150,Camorra
562,CPA223812426,1995-03-11,Cristina,Costa,F,Campania,Salerno,Polizei di Stato,Agent,Cam0003708,Cam0003708,Camorra
563,SCY808508455,1968-07-23,Valeria,Bruno,F,Sicily,Syracuse,Guardia di Finanza,Sergeant,Cam0002614,Cam0002614,Camorra
564,CPA644557185,1996-04-08,Federica,Marchetti,F,Campania,Avellino,The Carabinieri,Officer,Ndr0005609,Ndr0005609,'Ndrangheta
565,CPA773707607,1968-02-24,Massimiliano,Orlando,M,Campania,Caserta,The Carabinieri,Lieutenent,Cam0005616,Cam0005616,Camorra
566,SCY961587269,1982-09-15,Luca,Bianco,M,Sicily,Palermo,Polizei di Stato,Sergeant,Cam0006096,Cam0006096,Camorra
567,CPA104194567,1999-07-31,Vittorio,Conti,M,Campania,Salerno,Guardia di Finanza,Officer,Cos0003154,Cos0003154,Cosa Nostra
568,SCY926183131,1983-05-15,Valeria,Bianco,F,Sicily,Caltanissetta,Polizei di Stato,Assistant,Ndr0003639,Ndr0003639,'Ndrangheta
569,CLA34876241,1971-03-02,Greta,Mazza,F,Calabria,Cosenza,Guardia di Finanza,Officer,Cos0000834,Cos0000834,Cosa Nostra
570,SCY953500283,1993-01-11,Dario,Marino,M,Sicily,Trapani,Polizei di Stato,Sergeant,Sac0001959,Sac0001959,Sacra Corona Unita
571,PGA237600053,1984-11-30,Mauro,Montanari,M,Puglia,Bari,Guardia di Finanza,Sergeant,Cos0004662,Cos0004662,Cosa Nostra
572,SCY60895406,1976-09-14,Lucio,Ferrari,M,Sicily,Caltanissetta,Polizei di Stato,Sergeant,Cam0003699,Cam0003699,Camorra
573,PGA561386034,1974-02-17,Simona,Rossetti,F,Puglia,Bari,The Carabinieri,Officer,Ndr0003533,Ndr0003533,'Ndrangheta
574,SCY117447231,2003-11-16,Adriano,Santoro,M,Sicily,Catania,Polizei di Stato,Assistant,Cam0004445,Cam0004445,Camorra
575,SCY857376418,1985-08-22,Matilde,Rizzi,F,Sicily,Trapani,Polizei di Stato,Commissioner,Cam0002758,Cam0002758,Camorra
576,CLA270689609,1971-10-08,Emilia,Marchetti,F,Calabria,Lamezia Terme,The Carabinieri,Lieutenent,Ndr0003350,Ndr0003350,'Ndrangheta
577,CPA705721402,1960-07-14,Emilio,Ferri,M,Campania,Avellino,Guardia di Finanza,Officer,Cos0001170,Cos0001170,Cosa Nostra
578,SCY796962269,1980-07-21,Massimiliano,Santoro,M,Sicily,Messina,Guardia di Finanza,Sergeant,Ndr0002186,Ndr0002186,'Ndrangheta
579,CPA673130966,1997-02-05,Ludovica,Basile,F,Campania,Avellino,Guardia di Finanza,Officer,Cos0000912,Cos0000912,Cosa Nostra
580,CLA365078985,1982-09-26,Biagio,Bruno,M,Calabria,Montalto Uffugo,The Carabinieri,Officer,Ndr0001756,Ndr0001756,'Ndrangheta
581,CPA513808356,1985-10-04,Renato,Greco,M,Campania,Benevento,The Carabinieri,Lieutenent,Ndr0005205,Ndr0005205,'Ndrangheta
582,PGA668705432,1977-01-27,Gioia,Bruno,F,Puglia,Foggia,Polizei di Stato,Agent,Cos0002455,Cos0002455,Cosa Nostra
583,CPA776147755,1977-06-03,Salvo,Mancini,M,Campania,Naples,Polizei di Stato,Agent,Cos0003568,Cos0003568,Cosa Nostra
584,CPA143699208,1981-02-08,Asia,Amato,F,Campania,Caserta,The Carabinieri,Officer,Cam0000976,Cam0000976,Camorra
585,CPA796187706,1969-09-04,Samuele,Messina,M,Campania,Naples,Polizei di Stato,Sergeant,Cam0004603,Cam0004603,Camorra
586,CPA33045901,1962-06-25,Ilaria,Guerra,F,Campania,Salerno,Guardia di Finanza,Officer,Cos0004207,Cos0004207,Cosa Nostra
587,SCY565853725,1962-08-21,Giulio,Mariani,M,Sicily,Catania,Polizei di Stato,Sergeant,Cam0004201,Cam0004201,Camorra
588,CLA250917034,2001-06-27,Silvio,Farina,M,Calabria,Crotone,The Carabinieri,Officer,Cam0004201,Cam0004201,Camorra
589,SCY34731239,1984-08-01,Maurizio,D'amico,M,Sicily,Ragusa,Guardia di Finanza,Officer,Cam0004201,Cam0004201,Camorra
590,PGA960395376,1994-12-19,Tommaso,Giordano,M,Puglia,Taranto,Guardia di Finanza,Officer,Ndr0003878,Ndr0003878,'Ndrangheta
591,CPA959931481,1974-11-16,Alessandro,Morelli,M,Campania,Avellino,Guardia di Finanza,Officer,Cos0004938,Cos0004938,Cosa Nostra
592,CPA570287425,1976-10-14,Antonia,Amato,F,Campania,Naples,Polizei di Stato,Superintendent,Cam0000978,Cam0000978,Camorra
593,SCY142851000,2000-02-16,Luca,Vitale,M,Sicily,Vittoria,The Carabinieri,Officer,Cos0004787,Cos0004787,Cosa Nostra
594,SCY780017434,1967-10-09,Niccolo,Battaglia,M,Sicily,Syracuse,Polizei di Stato,Agent,Cos0003771,Cos0003771,Cosa Nostra
595,CPA126066008,1984-09-13,Lucio,Bianco,M,Campania,Naples,Polizei di Stato,Agent,Cos0003771,Cos0003771,Cosa Nostra
596,CLA162817675,1981-01-25,Salvatore,Bruno,M,Calabria,Vibo Valentia,Guardia di Finanza,Officer,Sac0000120,Sac0000120,Sacra Corona Unita
597,PGA243823827,1997-11-09,Donatella,Morelli,F,Puglia,Bari,Polizei di Stato,Superintendent,Sac0000250,Sac0000250,Sacra Corona Unita
598,SCY717844390,1987-10-22,Lorenza,Russo,F,Sicily,Ragusa,Polizei di Stato,Agent,Cam0003122,Cam0003122,Camorra
599,SCY318208458,1986-05-22,Stefania,Russo,F,Sicily,Catania,Guardia di Finanza,Sergeant,Ndr0003326,Ndr0003326,'Ndrangheta
600,CPA104694437,1978-12-26,Lorenzo,Martinelli,M,Campania,Avellino,Guardia di Finanza,Officer,Ndr0003326,Ndr0003326,'Ndrangheta
601,PGA363395012,1997-01-16,Eugenia,Rossi,F,Puglia,Taranto,Guardia di Finanza,Officer,Cos0004575,Cos0004575,Cosa Nostra
602,PGA323570370,1997-03-31,Renato,Bruno,M,Puglia,Lecce,Guardia di Finanza,Sergeant,Cam0000411,Cam0000411,Camorra
603,CPA633957495,1963-09-20,Tullio,Vitali,M,Campania,Benevento,Polizei di Stato,Agent,Cam0006190,Cam0006190,Camorra
604,PGA311533156,1983-09-01,Zeno,Ferrara,M,Puglia,Bari,Guardia di Finanza,Officer,Ndr0005671,Ndr0005671,'Ndrangheta
605,CPA847883697,1988-01-05,Alfredo,Moretti,M,Campania,Salerno,The Carabinieri,Officer,Ndr0001572,Ndr0001572,'Ndrangheta
606,CPA493524625,1996-02-16,Azzurra,Pagano,F,Campania,Salerno,Guardia di Finanza,Officer,Ndr0002718,Ndr0002718,'Ndrangheta
607,PGA946370020,1977-03-11,Antonia,Villa,F,Puglia,Andria,Polizei di Stato,Agent,Ndr0001334,Ndr0001334,'Ndrangheta
608,CPA976858475,1964-11-29,Mauro,Santoro,M,Campania,Salerno,The Carabinieri,Officer,Cam0004971,Cam0004971,Camorra
609,SCY693713633,1965-11-15,Marta,Parisi,F,Sicily,Gela,Polizei di Stato,Agent,Cam0002494,Cam0002494,Camorra
610,CPA197661478,1971-08-10,Mario,De Luca,M,Campania,Caserta,Guardia di Finanza,Officer,Ndr0002647,Ndr0002647,'Ndrangheta
611,CLA803261157,1992-09-07,Bernardo,Ferrari,M,Calabria,Crotone,The Carabinieri,Officer,Cam0000568,Cam0000568,Camorra
612,CLA493471201,1993-10-30,Raffaello,Costa,M,Calabria,Cosenza,Guardia di Finanza,Officer,Sac0001427,Sac0001427,Sacra Corona Unita
613,PGA145718050,1994-02-11,Irene,Bruno,F,Puglia,Andria,Polizei di Stato,Agent,Sac0001427,Sac0001427,Sacra Corona Unita
614,PGA42364784,1958-06-13,Beatrice,Ferrara,F,Puglia,Taranto,The Carabinieri,Officer,Cam0000462,Cam0000462,Camorra
615,CPA44267350,1973-10-05,Elio,Bernardi,M,Campania,Benevento,The Carabinieri,Officer,Ndr0003743,Ndr0003743,'Ndrangheta
616,CPA819419612,1961-09-24,Biagio,Vitali,M,Campania,Caserta,Guardia di Finanza,Officer,Sac0001288,Sac0001288,Sacra Corona Unita
617,CPA146010892,2003-01-24,Raffaello,Romano,M,Campania,Benevento,Polizei di Stato,Agent,Ndr0000777,Ndr0000777,'Ndrangheta
618,SCY393457250,1972-04-09,Mattia,Rossi,M,Sicily,Palermo,Polizei di Stato,Agent,Ndr0000544,Ndr0000544,'Ndrangheta
619,SCY384692143,1993-03-12,Cosimo,Morelli,M,Sicily,Palermo,The Carabinieri,Officer,Ndr0001953,Ndr0001953,'Ndrangheta
620,CPA891959469,1999-06-28,Luigi,Bruno,M,Campania,Caserta,Polizei di Stato,Agent,Cam0001058,Cam0001058,Camorra
621,SCY138854282,1967-08-09,Umberto,Basile,M,Sicily,Gela,Guardia di Finanza,Officer,Cam0004699,Cam0004699,Camorra
622,CLA789551052,2001-01-02,Maurizio,Carbone,M,Calabria,Crotone,The Carabinieri,Officer,Cos0004759,Cos0004759,Cosa Nostra
623,SCY329353890,2000-03-22,Barbara,Fabbri,F,Sicily,Syracuse,Guardia di Finanza,Financier,Cos0004759,Cos0004759,Cosa Nostra
624,PGA377486411,2002-05-05,Andrea,Bruno,M,Puglia,Bari,Polizei di Stato,Assistant,Sac0001562,Sac0001562,Sacra Corona Unita
625,CLA896969562,1989-12-24,Federico,Greco,M,Calabria,Cosenza,Guardia di Finanza,Financier,Ndr0002265,Ndr0002265,'Ndrangheta
626,CPA477837390,2000-05-29,Renato,Pagano,M,Campania,Salerno,Guardia di Finanza,Sergeant,Cos0000654,Cos0000654,Cosa Nostra
627,CLA743159356,1961-11-13,Valeria,De Luca,F,Calabria,Vibo Valentia,Polizei di Stato,Agent,Cos0000149,Cos0000149,Cosa Nostra
628,SCY257155272,1960-02-18,Cristian,Morelli,M,Sicily,Palermo,Polizei di Stato,Agent,Ndr0002923,Ndr0002923,'Ndrangheta
629,CPA328759314,1981-08-22,Matilde,Barbieri,F,Campania,Salerno,Guardia di Finanza,Officer,Cos0001954,Cos0001954,Cosa Nostra
630,CPA186002716,1965-09-23,Eleonora,Vitale,F,Campania,Naples,Polizei di Stato,Agent,Cos0000711,Cos0000711,Cosa Nostra
631,PGA76721112,1968-03-01,Ludovico,Ricci,M,Puglia,Bari,Polizei di Stato,Agent,Cos0005093,Cos0005093,Cosa Nostra
632,SCY142268887,2001-03-17,Aldo,Bruno,M,Sicily,Messina,Guardia di Finanza,Financier,Cam0006607,Cam0006607,Camorra
633,CLA120300078,1979-02-27,Lavinia,Giordano,F,Calabria,Cosenza,Guardia di Finanza,Financier,Cos0003941,Cos0003941,Cosa Nostra
634,SCY764085339,1957-11-25,Alfredo,Vitali,M,Sicily,Ragusa,Polizei di Stato,Assistant,Sac0000673,Sac0000673,Sacra Corona Unita
635,CLA319162039,1991-01-24,Biagio,Bruno,M,Calabria,Cosenza,Guardia di Finanza,Financier,Sac0001206,Sac0001206,Sacra Corona Unita
636,PGA659320454,1984-08-04,Martina,Leone,F,Puglia,Bari,Guardia di Finanza,Officer,Ndr0002860,Ndr0002860,'Ndrangheta
637,PGA856546358,1974-11-25,Zeno,Greco,M,Puglia,Taranto,Guardia di Finanza,Officer,Ndr0000138,Ndr0000138,'Ndrangheta
638,PGA357169270,1973-02-18,Antonello,Bruno,M,Puglia,Taranto,Polizei di Stato,Agent,Cam0003981,Cam0003981,Camorra
639,PGA977580170,1988-03-04,Agnese,Santoro,F,Puglia,Andria,Guardia di Finanza,Officer,Cam0001411,Cam0001411,Camorra
640,SCY49957496,1966-06-23,Matteo,Basile,M,Sicily,Messina,Polizei di Stato,Assistant Chief,Ndr0004059,Ndr0004059,'Ndrangheta
641,CPA655485446,1998-01-09,Nives,Costantini,F,Campania,Benevento,Guardia di Finanza,Sergeant,Cos0000919,Cos0000919,Cosa Nostra
642,CPA367345987,1968-07-08,Mario,Bruno,M,Campania,Avellino,Guardia di Finanza,Officer,Ndr0000475,Ndr0000475,'Ndrangheta
643,CPA22092527,1983-04-16,Giovanni,Farina,M,Campania,Avellino,The Carabinieri,Lieutenent,Cam0002489,Cam0002489,Camorra
644,SCY467068758,1999-04-23,Daniele,Orlando,M,Sicily,Vittoria,Guardia di Finanza,Financier,Ndr0002207,Ndr0002207,'Ndrangheta
645,SCY185920699,1964-08-17,Sebastiano,Russo,M,Sicily,Caltanissetta,Polizei di Stato,Agent,Cos0001809,Cos0001809,Cosa Nostra
646,PGA60742166,1975-06-02,Vittoria,Moretti,F,Puglia,Foggia,Polizei di Stato,Agent,Ndr0003130,Ndr0003130,'Ndrangheta
647,SCY79584629,1973-02-21,Nives,Bruno,F,Sicily,Ragusa,Polizei di Stato,Superintendent,Sac0000999,Sac0000999,Sacra Corona Unita
648,SCY803837053,1989-03-18,Ferdinando,Lombardi,M,Sicily,Catania,Guardia di Finanza,Officer,Ndr0001392,Ndr0001392,'Ndrangheta
649,CPA184828024,2003-10-11,Andrea,Bianchi,M,Campania,Benevento,Polizei di Stato,Assistant Chief,Ndr0004684,Ndr0004684,'Ndrangheta
650,PGA788634093,1956-11-24,Camillo,Bruno,M,Puglia,Taranto,The Carabinieri,Officer,Ndr0001841,Ndr0001841,'Ndrangheta
651,CLA785142812,1959-10-17,Pietro,Conti,M,Calabria,Vibo Valentia,Guardia di Finanza,Financier,Cam0002374,Cam0002374,Camorra
652,SCY363222709,2001-05-31,Barbara,Giordano,F,Sicily,Marsala,Polizei di Stato,Sergeant,Sac0001181,Sac0001181,Sacra Corona Unita
653,SCY510138028,1963-02-04,Claudia,Mazza,F,Sicily,Syracuse,Polizei di Stato,Agent,Ndr0002815,Ndr0002815,'Ndrangheta
654,CLA794984673,1964-04-21,Antonio,Monti,M,Calabria,Vibo Valentia,Polizei di Stato,Sergeant,Ndr0002815,Ndr0002815,'Ndrangheta
655,CPA710773731,1994-09-13,Cristian,Messina,M,Campania,Caserta,Polizei di Stato,Agent,Cos0000347,Cos0000347,Cosa Nostra
656,CLA257471163,1980-12-27,Valeria,Bruno,F,Calabria,Cosenza,Polizei di Stato,Sergeant,Cam0004037,Cam0004037,Camorra
657,CLA342999623,2001-02-26,Massimo,Valentini,M,Calabria,Rende,Polizei di Stato,Sergeant,Cam0002461,Cam0002461,Camorra
658,CPA339389892,1993-02-16,Miriam,Fiore,F,Campania,Benevento,Guardia di Finanza,Financier,Sac0001363,Sac0001363,Sacra Corona Unita
659,CLA136825190,1990-01-09,Rosario,Bruno,M,Calabria,Reggio Calabria,Polizei di Stato,Sergeant,Sac0000875,Sac0000875,Sacra Corona Unita
660,SCY546805221,1993-05-14,Fiorella,Ricci,F,Sicily,Gela,Guardia di Finanza,Officer,Cam0000337,Cam0000337,Camorra
661,CLA56226969,1993-02-25,Lorenzo,Caputo,M,Calabria,Corigliano-Rossano,Polizei di Stato,Assistant,Cos0003153,Cos0003153,Cosa Nostra
662,SCY911433397,1965-10-31,Biagio,Colombo,M,Sicily,Messina,The Carabinieri,Lieutenent,Ndr0001815,Ndr0001815,'Ndrangheta
663,PGA778292958,1964-05-03,Matteo,Bianco,M,Puglia,Taranto,The Carabinieri,Officer,Cam0000586,Cam0000586,Camorra
664,PGA143326897,1972-04-15,Renato,Carbone,M,Puglia,Bari,Polizei di Stato,Agent,Cam0000149,Cam0000149,Camorra
665,CPA810415163,1963-01-04,Marcello,Mazza,M,Campania,Caserta,Guardia di Finanza,Officer,Cam0000149,Cam0000149,Camorra
666,SCY58211244,1984-07-30,Massimo,Sanna,M,Sicily,Caltanissetta,Polizei di Stato,Sergeant,Ndr0004899,Ndr0004899,'Ndrangheta
667,SCY261720036,1958-01-20,Fausto,Sala,M,Sicily,Syracuse,Guardia di Finanza,Sergeant,Ndr0003086,Ndr0003086,'Ndrangheta
668,CPA27566637,1990-01-06,Dafne,Morelli,F,Campania,Naples,Guardia di Finanza,Officer,Ndr0003556,Ndr0003556,'Ndrangheta
669,SCY706189614,1965-01-10,Renato,Monti,M,Sicily,Trapani,Guardia di Finanza,Officer,Ndr0003556,Ndr0003556,'Ndrangheta
670,SCY437232757,1985-12-09,Saverio,Santoro,M,Sicily,Vittoria,Polizei di Stato,Agent,Cam0004903,Cam0004903,Camorra
671,SCY781325347,1967-04-10,Mirco,Piras,M,Sicily,Gela,Polizei di Stato,Agent,Cos0004161,Cos0004161,Cosa Nostra
672,PGA893020838,1995-10-30,Augusto,Ruggiero,M,Puglia,Bari,Guardia di Finanza,Officer,Sac0000530,Sac0000530,Sacra Corona Unita
673,CLA870053121,1957-01-27,Aldo,Rossi,M,Calabria,Corigliano-Rossano,Polizei di Stato,Sergeant,Ndr0003415,Ndr0003415,'Ndrangheta
674,CPA846923341,2001-03-12,Alberto,Guerra,M,Campania,Benevento,The Carabinieri,Lieutenent,Ndr0003415,Ndr0003415,'Ndrangheta
675,SCY897249229,1957-08-16,Tullia,Valentini,F,Sicily,Syracuse,Guardia di Finanza,Financier,Cam0001081,Cam0001081,Camorra
676,PGA676072777,1998-12-12,Claudio,Vitali,M,Puglia,Taranto,Polizei di Stato,Agent,Cos0004328,Cos0004328,Cosa Nostra
677,PGA51127799,1981-02-01,Mirco,Farina,M,Puglia,Foggia,Polizei di Stato,Assistant,Cos0001987,Cos0001987,Cosa Nostra
678,CPA79947286,1977-12-27,Elisa,Parisi,F,Campania,Avellino,Guardia di Finanza,Financier,Cos0002848,Cos0002848,Cosa Nostra
679,PGA143654648,1964-03-15,Vittorio,Bruno,M,Puglia,Taranto,The Carabinieri,Lieutenent,Ndr0002412,Ndr0002412,'Ndrangheta
680,SCY198951524,1965-10-03,Rebecca,Santoro,F,Sicily,Messina,Polizei di Stato,Assistant Chief,Cam0002402,Cam0002402,Camorra
681,CPA662888701,1970-02-14,Lapo,Costantini,M,Campania,Avellino,Polizei di Stato,Agent,Cam0001948,Cam0001948,Camorra
682,CLA359243970,2002-10-31,Antonio,Costa,M,Calabria,Crotone,Guardia di Finanza,Officer,Ndr0003220,Ndr0003220,'Ndrangheta
683,CPA438884186,2000-02-12,Miriam,Bruno,F,Campania,Salerno,The Carabinieri,Officer,Cos0005452,Cos0005452,Cosa Nostra
684,CPA211574599,1981-10-02,Patrizio,Lombardo,M,Campania,Salerno,Polizei di Stato,Agent,Cam0006674,Cam0006674,Camorra
685,PGA250554156,1968-03-04,Marta,Bianco,F,Puglia,Lecce,The Carabinieri,Officer,Cam0003876,Cam0003876,Camorra
686,PGA357417032,1988-03-06,Raffaele,Bianco,M,Puglia,Foggia,Polizei di Stato,Agent,Cam0001228,Cam0001228,Camorra
687,CLA604238906,1980-05-26,Cecilia,Basile,F,Calabria,Montalto Uffugo,Polizei di Stato,Sergeant,Cam0001228,Cam0001228,Camorra
688,CPA209106513,1965-11-29,Simone,Greco,M,Campania,Avellino,Guardia di Finanza,Officer,Cam0004165,Cam0004165,Camorra
689,SCY596673718,1998-08-08,Guido,Greco,M,Sicily,Messina,The Carabinieri,Officer,Ndr0004665,Ndr0004665,'Ndrangheta
690,CPA966810091,2001-02-22,Bernardo,De Rosa,M,Campania,Avellino,Polizei di Stato,Superintendent,Ndr0002116,Ndr0002116,'Ndrangheta
691,CPA475893581,1985-06-07,Francesco,Barbieri,M,Campania,Benevento,Guardia di Finanza,Officer,Cos0001560,Cos0001560,Cosa Nostra
692,CPA556718356,1982-11-16,Augusto,Rizzi,M,Campania,Avellino,Polizei di Stato,Agent,Ndr0000799,Ndr0000799,'Ndrangheta
693,SCY827695651,1967-09-09,Giuliano,Bianco,M,Sicily,Messina,Polizei di Stato,Agent,Cos0002893,Cos0002893,Cosa Nostra
694,PGA435043246,1974-03-08,Gioele,Bruno,M,Puglia,Foggia,Polizei di Stato,Agent,Cam0005928,Cam0005928,Camorra
695,CLA914746280,1986-04-06,Alessio,Gatti,M,Calabria,Montalto Uffugo,Guardia di Finanza,Officer,Cam0001911,Cam0001911,Camorra
696,SCY394479517,1999-02-05,Adele,Lombardi,F,Sicily,Trapani,Polizei di Stato,Agent,Cos0003533,Cos0003533,Cosa Nostra
697,CPA204019629,1969-01-17,Umberto,Bruno,M,Campania,Naples,Polizei di Stato,Agent,Cos0003323,Cos0003323,Cosa Nostra
698,CLA360720027,1956-06-09,Alessio,Ferrari,M,Calabria,Rende,Polizei di Stato,Agent,Cos0004980,Cos0004980,Cosa Nostra
699,CPA722984468,1961-06-04,Mattia,Battaglia,M,Campania,Benevento,Polizei di Stato,Agent,Ndr0002143,Ndr0002143,'Ndrangheta
700,CPA640835367,1987-05-12,Alessandra,Bianco,F,Campania,Naples,Guardia di Finanza,Officer,Sac0000299,Sac0000299,Sacra Corona Unita
701,CPA34757572,1969-11-21,Gianluca,Martini,M,Campania,Avellino,Guardia di Finanza,Financier,Cam0003525,Cam0003525,Camorra
702,PGA459414164,1995-01-05,Costanza,Rossi,F,Puglia,Foggia,Guardia di Finanza,Sergeant,Cos0002163,Cos0002163,Cosa Nostra
703,SCY943495482,1996-06-27,Erica,Neri,F,Sicily,Palermo,Polizei di Stato,Agent,Cos0004741,Cos0004741,Cosa Nostra
704,SCY42520659,1985-01-21,Marta,Bianco,F,Sicily,Ragusa,Polizei di Stato,Agent,Ndr0000636,Ndr0000636,'Ndrangheta
705,SCY703938916,1997-06-16,Matilde,Longo,F,Sicily,Palermo,Polizei di Stato,Commissioner,Sac0000922,Sac0000922,Sacra Corona Unita
706,CPA142435949,1990-08-23,Elena,Ferraro,F,Campania,Benevento,Polizei di Stato,Agent,Ndr0002173,Ndr0002173,'Ndrangheta
707,CLA158484520,2002-08-17,Pasquale,Villa,M,Calabria,Crotone,Polizei di Stato,Agent,Cam0001468,Cam0001468,Camorra
708,CPA252683771,1971-06-26,Lorenzo,Amato,M,Campania,Benevento,Guardia di Finanza,Officer,Cam0000674,Cam0000674,Camorra
709,PGA825233043,1986-05-21,Pietro,Mazza,M,Puglia,Bari,Guardia di Finanza,Sergeant,Ndr0004824,Ndr0004824,'Ndrangheta
710,SCY732992179,1959-02-18,Valeria,Santoro,F,Sicily,Marsala,Guardia di Finanza,Financier,Cos0004682,Cos0004682,Cosa Nostra
711,CPA423370303,1962-09-29,Walter,Rossi,M,Campania,Salerno,Polizei di Stato,Sergeant,Cam0003617,Cam0003617,Camorra
712,SCY876436633,1980-10-10,Alfredo,Bianco,M,Sicily,Palermo,Polizei di Stato,Agent,Cam0002636,Cam0002636,Camorra
713,PGA331037914,1965-05-02,Maurizio,Ruggiero,M,Puglia,Foggia,The Carabinieri,Officer,Ndr0005975,Ndr0005975,'Ndrangheta
714,SCY760117381,1967-04-16,Greta,Russo,F,Sicily,Messina,Polizei di Stato,Sergeant,Cos0003841,Cos0003841,Cosa Nostra
715,PGA512199393,1961-07-24,Raffaele,Ricci,M,Puglia,Foggia,The Carabinieri,Officer,Cos0001511,Cos0001511,Cosa Nostra
716,PGA679715894,1967-02-23,Emilio,Bruno,M,Puglia,Foggia,Polizei di Stato,Commissioner,Cam0001398,Cam0001398,Camorra
717,PGA81208779,1986-12-12,Antonia,Gallo,F,Puglia,Bari,Guardia di Finanza,Financier,Cam0001398,Cam0001398,Camorra
718,CLA26075249,1992-03-27,Stefania,Galli,F,Calabria,Castrovillari,Guardia di Finanza,Officer,Cam0004381,Cam0004381,Camorra
719,CLA268400883,1991-03-26,Camillo,Villa,M,Calabria,Reggio Calabria,Guardia di Finanza,Officer,Cam0004917,Cam0004917,Camorra
720,CPA631369939,1973-05-09,Zeno,Bruno,M,Campania,Caserta,Polizei di Stato,Sergeant,Cos0003463,Cos0003463,Cosa Nostra
721,SCY797175039,1978-10-22,Camillo,Ferrari,M,Sicily,Gela,Polizei di Stato,Agent,Cam0004048,Cam0004048,Camorra
722,CLA386548860,1980-02-01,Maria,Monti,F,Calabria,Reggio Calabria,Polizei di Stato,Assistant Chief,Ndr0003166,Ndr0003166,'Ndrangheta
723,CPA982615689,2001-05-31,Guido,Pagano,M,Campania,Naples,Polizei di Stato,Sergeant,Cam0002943,Cam0002943,Camorra
724,CLA520349169,1967-09-07,Mauro,Santoro,M,Calabria,Corigliano-Rossano,Guardia di Finanza,Officer,Cam0002943,Cam0002943,Camorra
725,SCY745236142,1980-12-01,Maurizio,De Rosa,M,Sicily,Palermo,Guardia di Finanza,Officer,Cam0003846,Cam0003846,Camorra
726,PGA67787697,1972-05-12,Aldo,Romano,M,Puglia,Andria,Polizei di Stato,Sergeant,Ndr0004918,Ndr0004918,'Ndrangheta
727,CPA438690132,1979-06-28,Vito,Rossi,M,Campania,Naples,Guardia di Finanza,Sergeant,Cam0004563,Cam0004563,Camorra
728,PGA96855759,1983-04-15,Maurizio,Caruso,M,Puglia,Bari,The Carabinieri,Lieutenent,Cam0003200,Cam0003200,Camorra
729,PGA672339441,1994-05-12,Dario,Fabbri,M,Puglia,Andria,Guardia di Finanza,Sergeant,Cam0003200,Cam0003200,Camorra
730,SCY294307339,1970-05-09,Margherita,Pellegrini,F,Sicily,Catania,Polizei di Stato,Commissioner,Cam0003481,Cam0003481,Camorra
731,CLA175882466,1987-03-16,Chiara,D'amico,F,Calabria,Castrovillari,Polizei di Stato,Agent,Sac0001212,Sac0001212,Sacra Corona Unita
732,PGA512836414,1990-11-12,Zeno,Russo,M,Puglia,Lecce,Guardia di Finanza,Financier,Ndr0002438,Ndr0002438,'Ndrangheta
733,PGA251797334,2003-10-07,Azzurra,Mariani,F,Puglia,Lecce,Polizei di Stato,Agent,Cam0000632,Cam0000632,Camorra
734,PGA232080588,1968-05-05,Emilia,Pellegrino,F,Puglia,Andria,Polizei di Stato,Sergeant,Cos0002459,Cos0002459,Cosa Nostra
735,PGA247949662,1990-11-09,Ezio,Bruno,M,Puglia,Andria,Guardia di Finanza,Sergeant,Cam0000476,Cam0000476,Camorra
736,SCY795586028,1996-10-25,Lavinia,Rossi,F,Sicily,Catania,Guardia di Finanza,Officer,Cos0000070,Cos0000070,Cosa Nostra
737,SCY264596783,1971-12-18,Benedetta,Ferrari,F,Sicily,Vittoria,Polizei di Stato,Agent,Sac0000492,Sac0000492,Sacra Corona Unita
738,CLA40984253,2003-05-31,Ernesto,Mazza,M,Calabria,Rende,Polizei di Stato,Agent,Cam0004652,Cam0004652,Camorra
739,SCY610774471,2003-04-26,Camillo,Bianco,M,Sicily,Gela,Guardia di Finanza,Sergeant,Cos0003438,Cos0003438,Cosa Nostra
740,CPA512548505,1960-09-01,Salvatore,Greco,M,Campania,Benevento,The Carabinieri,Lieutenent,Cam0000901,Cam0000901,Camorra
741,PGA276223033,2003-07-31,Federico,Bianchi,M,Puglia,Lecce,Guardia di Finanza,Officer,Cos0002902,Cos0002902,Cosa Nostra
742,CLA484395749,1983-04-17,Michele,Monti,M,Calabria,Crotone,The Carabinieri,Officer,Cos0001929,Cos0001929,Cosa Nostra
743,CPA969733189,1960-08-28,Biagio,Piras,M,Campania,Avellino,Polizei di Stato,Agent,Cos0000994,Cos0000994,Cosa Nostra
744,SCY389733737,1958-03-31,Barbara,Bruno,F,Sicily,Ragusa,Guardia di Finanza,Officer,Cam0002582,Cam0002582,Camorra
745,PGA174333505,1961-07-06,Fausto,Bianco,M,Puglia,Foggia,Polizei di Stato,Superintendent,Cam0002060,Cam0002060,Camorra
