,Raid_ID,Date,Region,City,Successful,Arrests,Lead_Officer_ID,First_Name,Last_Name,Case_ID
270,MAR00615,2001-07-21,Sicily,Marsala,No,0,SCY54406974,Mauro,Bruno,CA1357
271,TRA86145,2013-03-02,Sicily,Trapani,No,0,SCY232065003,Carla,Mariani,CA403
272,SAL46532,2022-02-16,Campania,Salerno,No,0,CPA821837669,Valentina,Russo,CA207
273,NAP37709,2019-04-14,Campania,Naples,No,0,CPA525342914,Alfredo,Galli,CA1847
274,ACR85814,2008-12-16,Calabria,Acri,Yes,9,CLA556731182,Barbara,D'angelo,CA526
275,RAG77201,2018-09-18,Sicily,Ragusa,Yes,12,SCY869543126,Vito,Rossi,CA928
276,PAL71355,2011-09-07,Sicily,Palermo,Yes,7,SCY374111878,Rosario,Bianchi,CA114
277,BAR87194,2008-06-04,Puglia,Bari,Yes,13,PGA644966147,Sara,Bruno,CA1345
278,MES79779,2018-12-17,Sicily,Messina,Yes,12,SCY437850439,Michele,Bruno,CA1855
279,NAP62101,2012-12-23,Campania,Naples,No,0,CPA390134337,Rosa,Bruno,CA861
280,SAL54229,2004-03-06,Campania,Salerno,No,0,CPA867040046,Gioele,Santoro,CA1283
281,ACR09793,2014-07-14,Calabria,Acri,No,0,CLA362647940,Fausto,Russo,CA1899
282,CAL02768,2013-12-01,Sicily,Caltanissetta,No,0,SCY403642213,Giuliano,Rossi,CA1096
283,CAS57733,2006-10-31,Calabria,Castrovillari,No,0,CLA226157626,Cristian,Bianchi,CA894
284,MON98574,2004-07-06,Calabria,Montalto Uffugo,Yes,17,CLA261814897,Alessio,Rizzo,CA1619
285,LEC46681,2001-02-15,Puglia,Lecce,Yes,4,PGA848283987,Nicola,Farina,CA1566
286,GEL50231,2017-08-24,Sicily,Gela,No,0,SCY246286193,Neri,D'amico,CA1922
287,VIB19647,2004-07-11,Calabria,Vibo Valentia,No,0,CLA195696065,Gioele,Costa,CA351
288,CAS40957,2021-01-23,Campania,Caserta,Yes,3,CPA225122120,Walter,Bruno,CA1153
289,COS30941,2002-09-29,Calabria,Cosenza,No,0,CLA874850035,Rita,Greco,CA625
290,TRA86048,2006-05-02,Sicily,Trapani,No,0,SCY541935617,Riccardo,Bruno,CA1711
291,CAT51685,2011-08-16,Sicily,Catania,No,0,SCY833446193,Antonella,De Santis,CA1274
292,REG94779,2019-06-08,Calabria,Reggio Calabria,No,0,CLA898909034,Ada,Caruso,CA33
293,RAG86641,2018-04-07,Sicily,Ragusa,No,0,SCY630249051,Antonello,Russo,CA1326
294,TAR70700,2005-11-29,Puglia,Taranto,No,0,PGA419188715,Elio,Giuliani,CA1586
295,NAP84821,2013-03-03,Campania,Naples,No,0,CPA263151582,Alberto,Bruno,CA861
296,ACR71266,2006-08-15,Calabria,Acri,Yes,9,CLA593328824,Salvatore,Rossi,CA1152
297,NAP43786,2013-01-11,Campania,Naples,No,0,CPA138672932,Luisa,Russo,CA42
298,SAL31429,2018-02-15,Campania,Salerno,No,0,CPA53097254,Rosario,Bruno,CA539
299,SAL45136,2009-10-24,Campania,Salerno,Yes,16,CPA4755626,Mauro,Gallo,CA70
300,CAL00192,2011-07-14,Sicily,Caltanissetta,Yes,8,SCY896035464,Alessandra,Grasso,CA1996
301,CRO41741,2019-01-17,Calabria,Crotone,No,0,CLA879249374,Fausto,Guerra,CA585
302,TRA39007,2010-02-21,Sicily,Trapani,No,0,SCY905904717,Rosario,De Luca,CA1798
303,SAL71829,2007-01-15,Campania,Salerno,Yes,2,CPA429535868,Alfredo,Bianco,CA1186
304,LAM88844,2019-03-26,Calabria,Lamezia Terme,Yes,14,CLA280312452,Margherita,Rizzi,CA655
305,REG70172,2011-05-30,Calabria,Reggio Calabria,No,0,CLA629213167,Camillo,Marchetti,CA930
306,AVE44995,2012-11-20,Campania,Avellino,Yes,1,CPA789789917,Fabrizio,Galli,CA1652
307,CAL70390,2011-07-28,Sicily,Caltanissetta,No,0,SCY994594756,Nicola,Marchetti,CA142
308,BEN91012,2001-03-20,Campania,Benevento,No,0,CPA458681942,Eleonora,Pagano,CA594
309,ACR87190,2009-09-30,Calabria,Acri,No,0,CLA677252016,Claudio,Bianco,CA1684
310,GEL69912,2011-01-27,Sicily,Gela,No,0,SCY246286193,Neri,D'amico,CA1884
311,MAR90522,2014-03-26,Sicily,Marsala,No,0,SCY870593867,Flavia,Russo,CA477
312,MES68826,2013-04-27,Sicily,Messina,Yes,17,SCY67854769,Gioele,Greco,CA406
313,CAT18368,2004-09-01,Sicily,Catania,No,0,SCY444482609,Aurora,Rossi,CA451
314,VIT55454,2004-03-20,Sicily,Vittoria,Yes,10,SCY642285323,Sofia,Santoro,CA705
315,RAG13205,2007-04-01,Sicily,Ragusa,No,0,SCY859231783,Claudia,Serra,CA638
316,TRA04475,2018-06-08,Sicily,Trapani,No,0,SCY51334105,Rocco,Grasso,CA1377
317,NAP73084,2021-08-11,Campania,Naples,Yes,7,CPA905224001,Carlotta,D'amico,CA355
318,CAL45354,2008-12-14,Sicily,Caltanissetta,Yes,15,SCY736210952,Ilaria,Esposito,CA656
319,CAL15203,2017-08-31,Sicily,Caltanissetta,No,0,SCY950155764,Aldo,Fontana,CA739
320,ACR82371,2014-06-29,Calabria,Acri,No,0,CLA199660360,Dafne,Bruno,CA1684
321,AVE65627,2017-03-17,Campania,Avellino,Yes,8,CPA391266060,Filippo,Santoro,CA772
322,SAL58440,2007-09-04,Campania,Salerno,Yes,11,CPA403850731,Andrea,Greco,CA896
323,NAP04122,2019-10-06,Campania,Naples,No,0,CPA533906462,Rebecca,Greco,CA891
324,AVE08668,2019-01-28,Campania,Avellino,No,0,CPA792562270,Camillo,Pellegrino,CA1850
325,NAP69932,2003-09-05,Campania,Naples,Yes,6,CPA198347288,Saverio,Battaglia,CA1346
326,AVE78876,2005-01-10,Campania,Avellino,Yes,17,CPA277468956,Tullia,Sartori,CA1408
327,REN84525,2015-07-08,Calabria,Rende,No,0,CLA584497940,Fioretta,Conti,CA741
328,MON86055,2008-04-19,Calabria,Montalto Uffugo,Yes,16,CLA695046994,Edoardo,Marini,CA1015
329,VIT71564,2003-12-13,Sicily,Vittoria,No,0,SCY843695532,Ernesto,Leone,CA1938
330,CAT81027,2002-09-07,Calabria,Catanzaro,Yes,3,CLA699958924,Sergio,Bianco,CA1720
331,COS03421,2021-07-31,Calabria,Cosenza,No,0,CLA611695261,Cosimo,Basile,CA1782
332,SAL50714,2011-03-20,Campania,Salerno,Yes,15,CPA284267684,Marco,Bruno,CA982
333,REG05633,2019-08-15,Calabria,Reggio Calabria,No,0,CLA113814646,Adriano,Costa,CA784
334,VIT22132,2002-08-22,Sicily,Vittoria,No,0,SCY45393148,Raffaello,Rossi,CA1598
335,BEN62360,2021-06-16,Campania,Benevento,No,0,CPA75632678,Vincenzo,Bianco,CA909
336,REG48732,2017-01-21,Calabria,Reggio Calabria,Yes,15,CLA113765893,Salvo,Orlando,CA450
337,CRO08382,2020-12-31,Calabria,Crotone,No,0,CLA756541817,Sara,Bruno,CA1601
338,NAP31113,2012-12-31,Campania,Naples,No,0,CPA244490329,Flavia,Rizzo,CA1847
339,SAL70763,2014-06-18,Campania,Salerno,No,0,CPA228520724,Fiorella,Ferrari,CA1121
340,PAL06384,2019-08-05,Sicily,Palermo,No,0,SCY994847571,Federico,Ferrari,CA1597
341,NAP69581,2005-12-19,Campania,Naples,No,0,CPA307859625,Bernardo,Rizzo,CA1117
342,AVE75901,2006-10-24,Campania,Avellino,No,0,CPA238811217,Patrizio,D'angelo,CA1644
343,PAL96342,2006-12-01,Sicily,Palermo,No,0,SCY742223500,Ilaria,Ricci,CA640
344,REG76466,2014-05-06,Calabria,Reggio Calabria,No,0,CLA258667510,Biagio,Sanna,CA243
345,BEN87089,2020-05-19,Campania,Benevento,Yes,14,CPA806569203,Luigi,Bruno,CA1284
346,CAS07549,2013-05-02,Calabria,Castrovillari,No,0,CLA204391992,Livia,Santoro,CA1814
347,BEN36198,2008-01-19,Campania,Benevento,Yes,8,CPA660269876,Corrado,Bruno,CA1366
348,RAG97052,2022-02-13,Sicily,Ragusa,Yes,19,SCY741582412,Ruggero,Bruno,CA153
349,SAL18444,2019-11-09,Campania,Salerno,No,0,CPA248260074,Camillo,Fontana,CA1828
350,ACR84059,2013-01-03,Calabria,Acri,Yes,10,CLA846599793,Fioretta,Greco,CA1277
351,SAL26792,2002-04-21,Campania,Salerno,No,0,CPA122864903,Luigi,Bianco,CA1440
352,NAP26978,2018-07-01,Campania,Naples,No,0,CPA6665688,Amelia,Galli,CA1450
353,AVE86603,2011-01-25,Campania,Avellino,No,0,CPA172432005,Antonello,Greco,CA374
354,MES37768,2011-01-01,Sicily,Messina,No,0,SCY926767885,Cecilia,Bianco,CA51
355,ACR44019,2003-09-17,Calabria,Acri,No,0,CLA27809488,Augusto,Esposito,CA1125
356,VIT40447,2009-01-02,Sicily,Vittoria,Yes,18,SCY628317434,Alberto,Greco,CA1167
357,RAG79800,2010-10-02,Sicily,Ragusa,No,0,SCY255619881,Andrea,Bianchi,CA1070
358,BEN75078,2005-01-12,Campania,Benevento,Yes,7,CPA8463172,Giacomo,Greco,CA1947
359,REG33255,2010-11-12,Calabria,Reggio Calabria,Yes,5,CLA258718213,Tiziano,Santoro,CA735
360,VIB55996,2015-07-31,Calabria,Vibo Valentia,Yes,9,CLA859287871,Andrea,Bruno,CA1131
361,REG65379,2012-09-10,Calabria,Reggio Calabria,Yes,11,CLA567833076,Tommaso,Bruno,CA645
362,CAS95051,2020-11-25,Campania,Caserta,No,0,CPA79084798,Caterina,Rossi,CA2
363,CAS66511,2006-04-20,Campania,Caserta,No,0,CPA124528303,Alessandro,Pellegrino,CA667
364,BEN51273,2014-08-12,Campania,Benevento,Yes,19,CPA251615155,Felice,Gatti,CA1110
365,SYR13969,2011-09-04,Sicily,Syracuse,No,0,SCY808503556,Martina,Romano,CA1024
366,VIB89577,2019-11-16,Calabria,Vibo Valentia,No,0,CLA499387882,Valentina,Piras,CA659
367,CAS96043,2012-01-17,Campania,Caserta,Yes,15,CPA249234441,Fioretta,Bianco,CA491
368,AVE31251,2006-07-08,Campania,Avellino,No,0,CPA994909780,Neri,Sala,CA408
369,AVE49792,2002-09-10,Campania,Avellino,Yes,8,CPA130166371,Gabriella,Mariani,CA408
370,CAS27806,2008-11-04,Calabria,Castrovillari,Yes,11,CLA82827683,Mauro,Santoro,CA1831
371,LEC43023,2021-01-16,Puglia,Lecce,No,0,PGA873542566,Ferdinando,Bruno,CA222
372,PAL16148,2017-09-13,Sicily,Palermo,Yes,15,SCY56957114,Guido,Bellini,CA1990
373,CAL68569,2010-03-25,Sicily,Caltanissetta,Yes,2,SCY73699288,Noemi,Caputo,CA1409
374,CAS93516,2002-08-08,Campania,Caserta,Yes,16,CPA856513617,Raul,Rizzo,CA979
375,AVE03038,2010-01-17,Campania,Avellino,Yes,7,CPA208903385,Salvo,Bruno,CA485
376,CAS18967,2007-01-28,Campania,Caserta,Yes,10,CPA524653597,Felice,Bruno,CA274
377,NAP87787,2020-12-23,Campania,Naples,No,0,CPA978909236,Gioele,Ferraro,CA355
378,SAL43569,2009-05-29,Campania,Salerno,No,0,CPA995084858,Andrea,Carbone,CA702
379,AVE22939,2007-02-21,Campania,Avellino,No,0,CPA447037035,Isabella,Martinelli,CA300
380,VIT58265,2011-12-08,Sicily,Vittoria,Yes,9,SCY133436313,Ruggero,Bianco,CA1315
381,VIB47569,2015-12-27,Calabria,Vibo Valentia,No,0,CLA204148303,Daniele,Ferrari,CA1955
382,LEC18261,2010-08-23,Puglia,Lecce,Yes,17,PGA39727137,Cristina,Longo,CA222
383,MES14754,2011-04-01,Sicily,Messina,No,0,SCY888520681,Alfredo,D'amico,CA533
384,NAP23277,2005-01-31,Campania,Naples,Yes,8,CPA394805501,Adriano,Leone,CA1265
385,MES17378,2008-03-13,Sicily,Messina,No,0,SCY15766733,Violante,Monti,CA1855
386,BAR81343,2006-10-27,Puglia,Bari,No,0,PGA985094957,Erica,Villa,CA1011
387,SAL93981,2018-03-01,Campania,Salerno,No,0,CPA415506762,Isabella,Mariani,CA70
388,TRA33459,2008-06-17,Sicily,Trapani,No,0,SCY551807564,Paolo,Ferri,CA1788
389,CAT66093,2004-04-05,Sicily,Catania,Yes,3,SCY923188060,Marcello,De Santis,CA1981
390,CAT27334,2021-07-18,Sicily,Catania,No,0,SCY299176050,Mirco,Bruno,CA612
391,CAS50606,2018-05-25,Campania,Caserta,No,0,CPA698553278,Vincenzo,Messina,CA1795
392,PAL60043,2019-08-27,Sicily,Palermo,Yes,19,SCY165468634,Niccolo,Santoro,CA1803
393,BEN44707,2015-06-27,Campania,Benevento,No,0,CPA518552001,Maurizio,Galli,CA830
394,AVE31348,2001-07-13,Campania,Avellino,Yes,3,CPA289614956,Cristian,Bianchi,CA622
395,NAP72179,2020-05-07,Campania,Naples,Yes,7,CPA986629763,Claudio,Ricci,CA636
396,AVE45131,2008-10-30,Campania,Avellino,No,0,CPA997288415,Giulio,Ferraro,CA506
397,SAL53795,2007-10-12,Campania,Salerno,No,0,CPA430207118,Ezio,Bruno,CA1766
398,SAL78589,2006-03-07,Campania,Salerno,No,0,CPA275503575,Filippo,Bruno,CA464
399,AND46913,2013-05-07,Puglia,Andria,Yes,10,PGA92273078,Margherita,Ricci,CA504
400,SAL38369,2014-01-02,Campania,Salerno,No,0,CPA851974365,Tommaso,Conte,CA81
401,BEN61665,2009-11-09,Campania,Benevento,No,0,CPA578922197,Carla,D'angelo,CA924
402,CAT59749,2012-06-10,Sicily,Catania,Yes,5,SCY55890082,Riccardo,Fabbri,CA449
403,CAS43344,2017-01-30,Campania,Caserta,No,0,CPA210794714,Samuele,Benedetti,CA1481
404,TRA51694,2003-06-04,Sicily,Trapani,No,0,SCY364923571,Vito,Martinelli,CA1246
405,ACR81193,2018-04-04,Calabria,Acri,Yes,6,CLA235530739,Fabio,Greco,CA1836
406,TRA10268,2020-01-02,Sicily,Trapani,Yes,6,SCY889697665,Marco,Greco,CA1812
407,AND31064,2018-09-25,Puglia,Andria,No,0,PGA381652635,Benedetta,Santoro,CA910
408,COS43245,2006-08-12,Calabria,Cosenza,No,0,CLA393749827,Rebecca,Martinelli,CA1719
409,TAR50576,2007-06-15,Puglia,Taranto,Yes,17,PGA62736230,Cecilia,Greco,CA1832
410,CAS03688,2003-09-14,Campania,Caserta,No,0,CPA703388841,Saverio,Pellegrino,CA139
411,LEC97642,2017-06-18,Puglia,Lecce,Yes,3,PGA79711223,Emanuele,Bruno,CA426
412,CRO73331,2007-03-13,Calabria,Crotone,Yes,10,CLA783403391,Alessandra,Testa,CA763
413,MON89347,2003-03-15,Calabria,Montalto Uffugo,Yes,18,CLA189652070,Simone,D'angelo,CA1848
414,LEC33458,2003-05-09,Puglia,Lecce,Yes,12,PGA621722779,Emilio,Lombardi,CA1123
415,VIT96225,2000-11-24,Sicily,Vittoria,No,0,SCY140181648,Michele,Rizzi,CA1335
416,PAL74094,2015-10-18,Sicily,Palermo,No,0,SCY809146494,Samuele,Rinaldi,CA1932
417,CAS28177,2001-05-26,Calabria,Castrovillari,No,0,CLA487283731,Emiliano,Giordano,CA1470
418,BAR30383,2017-12-12,Puglia,Bari,Yes,4,PGA534999043,Niccolo,Santoro,CA1362
419,COS25108,2019-07-10,Calabria,Cosenza,No,0,CLA524204452,Giuliana,Bianco,CA1889
420,FOG19541,2013-03-15,Puglia,Foggia,No,0,PGA128459964,Carlo,Bianco,CA620
421,SAL52113,2018-06-27,Campania,Salerno,Yes,17,CPA39383662,Rocco,Montanari,CA1499
422,BEN78696,2006-11-29,Campania,Benevento,No,0,CPA126767173,Massimiliano,Esposito,CA1213
423,CAT11701,2003-10-10,Sicily,Catania,No,0,SCY307367256,Andrea,Palumbo,CA36
424,VIB77531,2003-11-21,Calabria,Vibo Valentia,Yes,1,CLA284802698,Ludovico,Bianco,CA412
425,LEC17894,2020-11-18,Puglia,Lecce,No,0,PGA161384082,Rosario,Fiore,CA345
426,PAL55994,2021-02-24,Sicily,Palermo,No,0,SCY172898822,Guido,Greco,CA1941
427,AVE95481,2013-03-19,Campania,Avellino,Yes,15,CPA34193933,Valentino,Bianchi,CA1457
428,PAL72985,2014-04-12,Sicily,Palermo,Yes,18,SCY491417252,Marta,Bruno,CA151
429,TRA70026,2001-09-13,Sicily,Trapani,No,0,SCY425350889,Dafne,Neri,CA19
430,SAL75698,2013-12-03,Campania,Salerno,No,0,CPA357804814,Nicoletta,Guerra,CA1500
431,BAR89063,2016-12-09,Puglia,Bari,No,0,PGA552120720,Agnese,Santoro,CA445
432,NAP27778,2007-12-05,Campania,Naples,No,0,CPA280119300,Lavinia,Moretti,CA35
433,SYR04248,2001-06-21,Sicily,Syracuse,No,0,SCY963148634,Cosimo,Conte,CA528
434,BEN79209,2014-05-18,Campania,Benevento,No,0,CPA990548184,Ruggero,Gentile,CA1124
435,CRO35947,2012-01-23,Calabria,Crotone,No,0,CLA549271555,Violante,Santoro,CA1334
436,TAR38387,2018-09-09,Puglia,Taranto,No,0,PGA555026233,Debora,Longo,CA1557
437,RAG34712,2000-09-08,Sicily,Ragusa,Yes,3,SCY921758073,Rita,Santoro,CA343
438,MON89458,2019-03-08,Calabria,Montalto Uffugo,Yes,10,CLA942159431,Emiliano,Marino,CA1778
439,VIB85864,2001-08-10,Calabria,Vibo Valentia,No,0,CLA559896660,Violante,De Luca,CA669
440,LAM34689,2007-06-19,Calabria,Lamezia Terme,Yes,16,CLA977325199,Fabio,Moretti,CA499
441,LEC07938,2011-09-06,Puglia,Lecce,No,0,PGA39727137,Cristina,Longo,CA222
442,VIB65260,2015-12-06,Calabria,Vibo Valentia,No,0,CLA205196574,Marco,Russo,CA748
443,LAM34202,2005-09-01,Calabria,Lamezia Terme,Yes,8,CLA741326085,Felice,Milani,CA995
444,CAS87249,2005-01-09,Campania,Caserta,No,0,CPA752442381,Carla,Bruno,CA1364
445,SAL08906,2008-10-19,Campania,Salerno,Yes,1,CPA997612615,Simone,Bianchi,CA188
446,COR39635,2001-09-22,Calabria,Corigliano-Rossano,No,0,CLA93069656,Valerio,Villa,CA1558
447,PAL14051,2012-04-11,Sicily,Palermo,No,0,SCY185551458,Carlo,Bruno,CA1494
448,VIT72515,2018-09-19,Sicily,Vittoria,No,0,SCY380924363,Stefano,Bianco,CA434
449,VIT18248,2008-03-13,Sicily,Vittoria,No,0,SCY578623833,Maurizio,Montanari,CA680
450,TAR13253,2008-07-24,Puglia,Taranto,Yes,12,PGA887133471,Giovanni,Santoro,CA920
451,AND81386,2000-10-19,Puglia,Andria,No,0,PGA742986787,Francesco,Bruno,CA325
452,COR19222,2016-07-04,Calabria,Corigliano-Rossano,Yes,13,CLA1339769,Davide,De Luca,CA1982
453,SYR33896,2014-02-20,Sicily,Syracuse,No,0,SCY331666656,Federico,Rinaldi,CA391
454,FOG25457,2016-02-16,Puglia,Foggia,No,0,PGA484577777,Antonio,Bruno,CA340
455,SYR81215,2019-06-26,Sicily,Syracuse,No,0,SCY882506581,Ginevra,Pellegrini,CA8
456,CAT45664,2013-09-26,Sicily,Catania,Yes,5,SCY710094901,Raffaello,Costa,CA869
457,CAT67870,2021-03-01,Calabria,Catanzaro,No,0,CLA885159118,Diego,Galli,CA1373
458,CAS87167,2008-10-15,Campania,Caserta,Yes,1,CPA722960142,Marco,Rizzo,CA967
459,TRA40557,2006-05-30,Sicily,Trapani,Yes,15,SCY764411992,Massimo,Lombardo,CA919
460,CAS79142,2002-04-21,Campania,Caserta,No,0,CPA462588017,Erica,Bianco,CA139
461,MES36679,2005-07-01,Sicily,Messina,No,0,SCY374009573,Monica,Romano,CA309
462,ACR04245,2008-07-05,Calabria,Acri,No,0,CLA120808416,Bernardo,Marino,CA922
463,CAT87552,2002-04-30,Calabria,Catanzaro,Yes,5,CLA378833726,Carlo,Bianco,CA1210
464,REG05757,2002-09-03,Calabria,Reggio Calabria,No,0,CLA731512331,Cosimo,Martinelli,CA1195
465,PAL31978,2015-10-09,Sicily,Palermo,Yes,18,SCY215636164,Valentina,Barbieri,CA660
466,CAS76687,2001-12-19,Campania,Caserta,No,0,CPA311021564,Elio,Bruno,CA491
467,CAT05132,2009-07-02,Sicily,Catania,Yes,6,SCY469929755,Rebecca,Rossi,CA998
468,MON02507,2020-08-06,Calabria,Montalto Uffugo,No,0,CLA881210123,Biagio,Rinaldi,CA400
469,CAL63994,2010-02-27,Sicily,Caltanissetta,No,0,SCY954488697,Debora,Montanari,CA739
470,SAL28273,2021-03-22,Campania,Salerno,No,0,CPA615567994,Vittorio,Vitali,CA762
471,CAS42777,2007-07-05,Campania,Caserta,No,0,CPA606741979,Federico,Greco,CA1806
472,CAL81658,2008-03-13,Sicily,Caltanissetta,No,0,SCY395140231,Margherita,Bianco,CA1648
473,AND39113,2020-10-12,Puglia,Andria,Yes,5,PGA382233443,Donatella,Carbone,CA892
474,CAL48212,2005-04-04,Sicily,Caltanissetta,Yes,9,SCY223950620,Dafne,Marchetti,CA142
475,NAP21574,2007-12-18,Campania,Naples,No,0,CPA427936973,Maria,Marchetti,CA1288
476,MON56337,2006-03-13,Calabria,Montalto Uffugo,Yes,8,CLA970728764,Michele,De Rosa,CA310
477,AND74110,2020-12-22,Puglia,Andria,Yes,11,PGA47842408,Pietro,Rossi,CA1108
478,AVE39782,2003-07-06,Campania,Avellino,Yes,15,CPA479854041,Guido,Fabbri,CA1408
479,CRO33112,2020-09-24,Calabria,Crotone,Yes,6,CLA158582175,Fabio,Bellini,CA1480
480,REG39400,2005-01-30,Calabria,Reggio Calabria,Yes,7,CLA794192587,Emma,Martini,CA213
481,AND92767,2005-12-23,Puglia,Andria,Yes,15,PGA789405141,Fioretta,Monti,CA1108
482,LAM62436,2007-09-25,Calabria,Lamezia Terme,Yes,5,CLA746530403,Elisa,Valentini,CA1219
483,AVE49202,2004-04-10,Campania,Avellino,No,0,CPA21198436,Silvia,Fontana,CA485
484,VIT06630,2013-06-26,Sicily,Vittoria,No,0,SCY837514704,Marcello,Greco,CA948
485,BEN67181,2021-11-29,Campania,Benevento,Yes,16,CPA806569203,Luigi,Bruno,CA1213
486,CAS90617,2000-10-28,Campania,Caserta,Yes,2,CPA520733375,Caterina,Moretti,CA1153
487,CAS45309,2012-10-28,Campania,Caserta,No,0,CPA388215227,Ginevra,Rizzo,CA491
488,AND15984,2016-01-15,Puglia,Andria,No,0,PGA72485072,Mattia,Bruno,CA111
489,FOG75477,2004-06-03,Puglia,Foggia,Yes,2,PGA460454945,Fabrizio,Leone,CA620
490,LAM79551,2018-11-29,Calabria,Lamezia Terme,No,0,CLA656563398,Saverio,Gentile,CA93
491,ACR39964,2010-07-20,Calabria,Acri,Yes,4,CLA575784470,Nives,Marchetti,CA1517
492,MAR02106,2012-05-21,Sicily,Marsala,No,0,SCY923691368,Benedetta,Bianchi,CA1961
493,LAM27734,2019-09-22,Calabria,Lamezia Terme,Yes,15,CLA709653683,Diego,Costantini,CA495
494,NAP03092,2017-11-27,Campania,Naples,Yes,19,CPA854762302,Ernesto,Bianco,CA281
495,SYR69633,2016-01-28,Sicily,Syracuse,No,0,SCY517703608,Lorenza,Ferrari,CA80
496,SAL27179,2013-10-19,Campania,Salerno,No,0,CPA287582475,Michele,Mariani,CA70
497,SYR97631,2017-07-03,Sicily,Syracuse,No,0,SCY72825725,Zeno,Vitale,CA799
498,SAL51388,2005-01-01,Campania,Salerno,No,0,CPA868402129,Davide,Gallo,CA1785
499,LEC46276,2011-04-08,Puglia,Lecce,No,0,PGA152857114,Giovanna,Gallo,CA1353
500,BEN21864,2001-06-18,Campania,Benevento,No,0,CPA449863274,Eugenia,Greco,CA594
501,CAT29918,2008-08-05,Calabria,Catanzaro,Yes,16,CLA180506914,Alice,Piras,CA1712
502,AVE10572,2007-08-12,Campania,Avellino,No,0,CPA777554891,Massimiliano,Greco,CA1553
503,BAR40352,2003-02-09,Puglia,Bari,No,0,PGA851820126,Mirco,Bianco,CA34
504,REN19226,2016-10-21,Calabria,Rende,Yes,7,CLA87375292,Neri,Gentile,CA862
505,AVE88555,2002-09-26,Campania,Avellino,Yes,1,CPA726619377,Alberto,Bruno,CA622
506,CAS64719,2018-07-11,Calabria,Castrovillari,No,0,CLA22797611,Lorenza,Bruno,CA220
507,COR89087,2013-11-11,Calabria,Corigliano-Rossano,No,0,CLA996851657,Sergio,Fiore,CA969
508,MES70034,2019-08-12,Sicily,Messina,Yes,19,SCY814133442,Edoardo,Bruno,CA962
509,CAT45049,2009-10-26,Calabria,Catanzaro,Yes,16,CLA542849878,Adriano,Rossi,CA835
510,MAR47852,2006-07-12,Sicily,Marsala,Yes,18,SCY718540584,Agnese,Valentini,CA327
511,MES47457,2019-12-29,Sicily,Messina,Yes,7,SCY36660000,Giacomo,Moretti,CA624
512,AVE84939,2017-07-14,Campania,Avellino,No,0,CPA106567963,Renato,Bruno,CA1206
513,CAS26819,2022-02-26,Campania,Caserta,No,0,CPA644824127,Massimo,Santoro,CA1153
514,AVE04894,2003-04-16,Campania,Avellino,No,0,CPA72583998,Biagio,Romano,CA506
515,TRA32996,2013-10-15,Sicily,Trapani,Yes,11,SCY246877962,Gabriele,Gallo,CA1574
516,REN37377,2011-06-17,Calabria,Rende,No,0,CLA69332203,Alessio,Villa,CA492
517,PAL40177,2009-07-17,Sicily,Palermo,No,0,SCY378706814,Roberto,Barbieri,CA571
518,COR96030,2016-12-07,Calabria,Corigliano-Rossano,Yes,16,CLA450246508,Augusto,Bruno,CA200
519,SAL09068,2002-01-22,Campania,Salerno,No,0,CPA844784621,Fabrizio,Vitali,CA702
520,CRO52424,2021-05-24,Calabria,Crotone,Yes,11,CLA703534809,Giovanni,Grasso,CA1865
521,REN21821,2006-08-04,Calabria,Rende,No,0,CLA470299567,Rosa,Donati,CA741
522,GEL93612,2010-10-08,Sicily,Gela,No,0,SCY508655794,Greta,Orlando,CA1715
523,ACR80543,2015-09-17,Calabria,Acri,Yes,12,CLA572970149,Mirco,D'angelo,CA1829
524,PAL51152,2009-07-20,Sicily,Palermo,No,0,SCY84448909,Antonio,Bianchi,CA1436
525,COS87937,2018-04-09,Calabria,Cosenza,No,0,CLA583563319,Raffaello,Mariani,CA1705
526,AVE32592,2004-11-14,Campania,Avellino,No,0,CPA10529504,Bernardo,Caputo,CA534
527,NAP44326,2015-06-19,Campania,Naples,Yes,7,CPA159613951,Fabio,De Santis,CA1072
528,SYR30975,2008-02-15,Sicily,Syracuse,No,0,SCY831819993,Stefano,Russo,CA313
529,CAS49286,2013-12-01,Campania,Caserta,No,0,CPA100694485,Mattia,D'amico,CA491
530,REG39308,2021-05-17,Calabria,Reggio Calabria,Yes,3,CLA724718647,Caterina,Bruno,CA784
531,MAR16483,2007-09-07,Sicily,Marsala,Yes,16,SCY582192197,Luigi,Ferraro,CA77
532,SYR86111,2007-03-21,Sicily,Syracuse,No,0,SCY773806002,Erica,Ferraro,CA537
533,VIT26814,2010-04-08,Sicily,Vittoria,No,0,SCY715736016,Biagio,Greco,CA1968
534,REG97735,2005-05-10,Calabria,Reggio Calabria,No,0,CLA278943154,Felice,Marchetti,CA278
535,LAM18736,2020-10-18,Calabria,Lamezia Terme,No,0,CLA557032462,Samuele,Greco,CA1533
536,BEN36473,2008-01-09,Campania,Benevento,No,0,CPA207250670,Rocco,Giordano,CA567
537,SAL99798,2010-08-30,Campania,Salerno,Yes,16,CPA437996014,Laura,Bruno,CA1994
538,NAP46504,2012-05-28,Campania,Naples,No,0,CPA589481062,Elvira,Greco,CA98
539,VIB43393,2019-01-19,Calabria,Vibo Valentia,No,0,CLA957472646,Erica,Giordano,CA287
540,SAL73451,2014-03-26,Campania,Salerno,No,0,CPA438860710,Neri,Caruso,CA666
