,Raid_ID,Date,Region,City,Successful,Arrests,Lead_Officer_ID,First_Name,Last_Name
297,NAP43786,2013-01-11,Campania,Naples,No,0,CPA138672932,Luisa,Russo
298,SAL31429,2018-02-15,Campania,Salerno,No,0,CPA53097254,Rosario,Bruno
299,SAL45136,2009-10-24,Campania,Salerno,Yes,16,CPA4755626,Mauro,Gallo
300,CAL00192,2011-07-14,Sicily,Caltanissetta,Yes,8,SCY896035464,Alessandra,Grasso
301,CRO41741,2019-01-17,Calabria,Crotone,No,0,CLA879249374,Fausto,Guerra
302,TRA39007,2010-02-21,Sicily,Trapani,No,0,SCY905904717,Rosario,De Luca
303,SAL71829,2007-01-15,Campania,Salerno,Yes,2,CPA429535868,Alfredo,Bianco
304,LAM88844,2019-03-26,Calabria,Lamezia Terme,Yes,14,CLA280312452,Margherita,Rizzi
305,REG70172,2011-05-30,Calabria,Reggio Calabria,No,0,CLA629213167,Camillo,Marchetti
306,AVE44995,2012-11-20,Campania,Avellino,Yes,1,CPA789789917,Fabrizio,Galli
307,CAL70390,2011-07-28,Sicily,Caltanissetta,No,0,SCY994594756,Nicola,Marchetti
308,BEN91012,2001-03-20,Campania,Benevento,No,0,CPA458681942,Eleonora,Pagano
309,ACR87190,2009-09-30,Calabria,Acri,No,0,CLA677252016,Claudio,Bianco
310,GEL69912,2011-01-27,Sicily,Gela,No,0,SCY246286193,Neri,D'amico
311,MAR90522,2014-03-26,Sicily,Marsala,No,0,SCY870593867,Flavia,Russo
312,MES68826,2013-04-27,Sicily,Messina,Yes,17,SCY67854769,Gioele,Greco
313,CAT18368,2004-09-01,Sicily,Catania,No,0,SCY444482609,Aurora,Rossi
314,VIT55454,2004-03-20,Sicily,Vittoria,Yes,10,SCY642285323,Sofia,Santoro
315,RAG13205,2007-04-01,Sicily,Ragusa,No,0,SCY859231783,Claudia,Serra
316,TRA04475,2018-06-08,Sicily,Trapani,No,0,SCY51334105,Rocco,Grasso
317,NAP73084,2021-08-11,Campania,Naples,Yes,7,CPA905224001,Carlotta,D'amico
318,CAL45354,2008-12-14,Sicily,Caltanissetta,Yes,15,SCY736210952,Ilaria,Esposito
319,CAL15203,2017-08-31,Sicily,Caltanissetta,No,0,SCY950155764,Aldo,Fontana
320,ACR82371,2014-06-29,Calabria,Acri,No,0,CLA199660360,Dafne,Bruno
321,AVE65627,2017-03-17,Campania,Avellino,Yes,8,CPA391266060,Filippo,Santoro
322,SAL58440,2007-09-04,Campania,Salerno,Yes,11,CPA403850731,Andrea,Greco
323,NAP04122,2019-10-06,Campania,Naples,No,0,CPA533906462,Rebecca,Greco
324,AVE08668,2019-01-28,Campania,Avellino,No,0,CPA792562270,Camillo,Pellegrino
325,NAP69932,2003-09-05,Campania,Naples,Yes,6,CPA198347288,Saverio,Battaglia
326,AVE78876,2005-01-10,Campania,Avellino,Yes,17,CPA277468956,Tullia,Sartori
327,REN84525,2015-07-08,Calabria,Rende,No,0,CLA584497940,Fioretta,Conti
328,MON86055,2008-04-19,Calabria,Montalto Uffugo,Yes,16,CLA695046994,Edoardo,Marini
329,VIT71564,2003-12-13,Sicily,Vittoria,No,0,SCY843695532,Ernesto,Leone
330,CAT81027,2002-09-07,Calabria,Catanzaro,Yes,3,CLA699958924,Sergio,Bianco
331,COS03421,2021-07-31,Calabria,Cosenza,No,0,CLA611695261,Cosimo,Basile
332,SAL50714,2011-03-20,Campania,Salerno,Yes,15,CPA284267684,Marco,Bruno
333,REG05633,2019-08-15,Calabria,Reggio Calabria,No,0,CLA113814646,Adriano,Costa
334,VIT22132,2002-08-22,Sicily,Vittoria,No,0,SCY45393148,Raffaello,Rossi
335,BEN62360,2021-06-16,Campania,Benevento,No,0,CPA75632678,Vincenzo,Bianco
336,REG48732,2017-01-21,Calabria,Reggio Calabria,Yes,15,CLA113765893,Salvo,Orlando
337,CRO08382,2020-12-31,Calabria,Crotone,No,0,CLA756541817,Sara,Bruno
338,NAP31113,2012-12-31,Campania,Naples,No,0,CPA244490329,Flavia,Rizzo
339,SAL70763,2014-06-18,Campania,Salerno,No,0,CPA228520724,Fiorella,Ferrari
340,PAL06384,2019-08-05,Sicily,Palermo,No,0,SCY994847571,Federico,Ferrari
341,NAP69581,2005-12-19,Campania,Naples,No,0,CPA307859625,Bernardo,Rizzo
342,AVE75901,2006-10-24,Campania,Avellino,No,0,CPA238811217,Patrizio,D'angelo
343,PAL96342,2006-12-01,Sicily,Palermo,No,0,SCY742223500,Ilaria,Ricci
344,REG76466,2014-05-06,Calabria,Reggio Calabria,No,0,CLA258667510,Biagio,Sanna
345,BEN87089,2020-05-19,Campania,Benevento,Yes,14,CPA806569203,Luigi,Bruno
346,CAS07549,2013-05-02,Calabria,Castrovillari,No,0,CLA204391992,Livia,Santoro
347,BEN36198,2008-01-19,Campania,Benevento,Yes,8,CPA660269876,Corrado,Bruno
348,RAG97052,2022-02-13,Sicily,Ragusa,Yes,19,SCY741582412,Ruggero,Bruno
349,SAL18444,2019-11-09,Campania,Salerno,No,0,CPA248260074,Camillo,Fontana
350,ACR84059,2013-01-03,Calabria,Acri,Yes,10,CLA846599793,Fioretta,Greco
351,SAL26792,2002-04-21,Campania,Salerno,No,0,CPA122864903,Luigi,Bianco
352,NAP26978,2018-07-01,Campania,Naples,No,0,CPA6665688,Amelia,Galli
353,AVE86603,2011-01-25,Campania,Avellino,No,0,CPA172432005,Antonello,Greco
354,MES37768,2011-01-01,Sicily,Messina,No,0,SCY926767885,Cecilia,Bianco
355,ACR44019,2003-09-17,Calabria,Acri,No,0,CLA27809488,Augusto,Esposito
356,VIT40447,2009-01-02,Sicily,Vittoria,Yes,18,SCY628317434,Alberto,Greco
357,RAG79800,2010-10-02,Sicily,Ragusa,No,0,SCY255619881,Andrea,Bianchi
358,BEN75078,2005-01-12,Campania,Benevento,Yes,7,CPA8463172,Giacomo,Greco
359,REG33255,2010-11-12,Calabria,Reggio Calabria,Yes,5,CLA258718213,Tiziano,Santoro
360,VIB55996,2015-07-31,Calabria,Vibo Valentia,Yes,9,CLA859287871,Andrea,Bruno
361,REG65379,2012-09-10,Calabria,Reggio Calabria,Yes,11,CLA567833076,Tommaso,Bruno
362,CAS95051,2020-11-25,Campania,Caserta,No,0,CPA79084798,Caterina,Rossi
363,CAS66511,2006-04-20,Campania,Caserta,No,0,CPA124528303,Alessandro,Pellegrino
364,BEN51273,2014-08-12,Campania,Benevento,Yes,19,CPA251615155,Felice,Gatti
365,SYR13969,2011-09-04,Sicily,Syracuse,No,0,SCY808503556,Martina,Romano
366,VIB89577,2019-11-16,Calabria,Vibo Valentia,No,0,CLA499387882,Valentina,Piras
367,CAS96043,2012-01-17,Campania,Caserta,Yes,15,CPA249234441,Fioretta,Bianco
368,AVE31251,2006-07-08,Campania,Avellino,No,0,CPA994909780,Neri,Sala
369,AVE49792,2002-09-10,Campania,Avellino,Yes,8,CPA130166371,Gabriella,Mariani
370,CAS27806,2008-11-04,Calabria,Castrovillari,Yes,11,CLA82827683,Mauro,Santoro
371,LEC43023,2021-01-16,Puglia,Lecce,No,0,PGA873542566,Ferdinando,Bruno
372,PAL16148,2017-09-13,Sicily,Palermo,Yes,15,SCY56957114,Guido,Bellini
373,CAL68569,2010-03-25,Sicily,Caltanissetta,Yes,2,SCY73699288,Noemi,Caputo
374,CAS93516,2002-08-08,Campania,Caserta,Yes,16,CPA856513617,Raul,Rizzo
375,AVE03038,2010-01-17,Campania,Avellino,Yes,7,CPA208903385,Salvo,Bruno
376,CAS18967,2007-01-28,Campania,Caserta,Yes,10,CPA524653597,Felice,Bruno
377,NAP87787,2020-12-23,Campania,Naples,No,0,CPA978909236,Gioele,Ferraro
378,SAL43569,2009-05-29,Campania,Salerno,No,0,CPA995084858,Andrea,Carbone
379,AVE22939,2007-02-21,Campania,Avellino,No,0,CPA447037035,Isabella,Martinelli
380,VIT58265,2011-12-08,Sicily,Vittoria,Yes,9,SCY133436313,Ruggero,Bianco
381,VIB47569,2015-12-27,Calabria,Vibo Valentia,No,0,CLA204148303,Daniele,Ferrari
382,LEC18261,2010-08-23,Puglia,Lecce,Yes,17,PGA39727137,Cristina,Longo
383,MES14754,2011-04-01,Sicily,Messina,No,0,SCY888520681,Alfredo,D'amico
384,NAP23277,2005-01-31,Campania,Naples,Yes,8,CPA394805501,Adriano,Leone
385,MES17378,2008-03-13,Sicily,Messina,No,0,SCY15766733,Violante,Monti
386,BAR81343,2006-10-27,Puglia,Bari,No,0,PGA985094957,Erica,Villa
387,SAL93981,2018-03-01,Campania,Salerno,No,0,CPA415506762,Isabella,Mariani
388,TRA33459,2008-06-17,Sicily,Trapani,No,0,SCY551807564,Paolo,Ferri
389,CAT66093,2004-04-05,Sicily,Catania,Yes,3,SCY923188060,Marcello,De Santis
390,CAT27334,2021-07-18,Sicily,Catania,No,0,SCY299176050,Mirco,Bruno
391,CAS50606,2018-05-25,Campania,Caserta,No,0,CPA698553278,Vincenzo,Messina
392,PAL60043,2019-08-27,Sicily,Palermo,Yes,19,SCY165468634,Niccolo,Santoro
393,BEN44707,2015-06-27,Campania,Benevento,No,0,CPA518552001,Maurizio,Galli
394,AVE31348,2001-07-13,Campania,Avellino,Yes,3,CPA289614956,Cristian,Bianchi
395,NAP72179,2020-05-07,Campania,Naples,Yes,7,CPA986629763,Claudio,Ricci
396,AVE45131,2008-10-30,Campania,Avellino,No,0,CPA997288415,Giulio,Ferraro
397,SAL53795,2007-10-12,Campania,Salerno,No,0,CPA430207118,Ezio,Bruno
398,SAL78589,2006-03-07,Campania,Salerno,No,0,CPA275503575,Filippo,Bruno
399,AND46913,2013-05-07,Puglia,Andria,Yes,10,PGA92273078,Margherita,Ricci
400,SAL38369,2014-01-02,Campania,Salerno,No,0,CPA851974365,Tommaso,Conte
401,BEN61665,2009-11-09,Campania,Benevento,No,0,CPA578922197,Carla,D'angelo
402,CAT59749,2012-06-10,Sicily,Catania,Yes,5,SCY55890082,Riccardo,Fabbri
403,CAS43344,2017-01-30,Campania,Caserta,No,0,CPA210794714,Samuele,Benedetti
404,TRA51694,2003-06-04,Sicily,Trapani,No,0,SCY364923571,Vito,Martinelli
405,ACR81193,2018-04-04,Calabria,Acri,Yes,6,CLA235530739,Fabio,Greco
406,TRA10268,2020-01-02,Sicily,Trapani,Yes,6,SCY889697665,Marco,Greco
407,AND31064,2018-09-25,Puglia,Andria,No,0,PGA381652635,Benedetta,Santoro
408,COS43245,2006-08-12,Calabria,Cosenza,No,0,CLA393749827,Rebecca,Martinelli
409,TAR50576,2007-06-15,Puglia,Taranto,Yes,17,PGA62736230,Cecilia,Greco
410,CAS03688,2003-09-14,Campania,Caserta,No,0,CPA703388841,Saverio,Pellegrino
411,LEC97642,2017-06-18,Puglia,Lecce,Yes,3,PGA79711223,Emanuele,Bruno
412,CRO73331,2007-03-13,Calabria,Crotone,Yes,10,CLA783403391,Alessandra,Testa
413,MON89347,2003-03-15,Calabria,Montalto Uffugo,Yes,18,CLA189652070,Simone,D'angelo
414,LEC33458,2003-05-09,Puglia,Lecce,Yes,12,PGA621722779,Emilio,Lombardi
415,VIT96225,2000-11-24,Sicily,Vittoria,No,0,SCY140181648,Michele,Rizzi
416,PAL74094,2015-10-18,Sicily,Palermo,No,0,SCY809146494,Samuele,Rinaldi
417,CAS28177,2001-05-26,Calabria,Castrovillari,No,0,CLA487283731,Emiliano,Giordano
418,BAR30383,2017-12-12,Puglia,Bari,Yes,4,PGA534999043,Niccolo,Santoro
419,COS25108,2019-07-10,Calabria,Cosenza,No,0,CLA524204452,Giuliana,Bianco
420,FOG19541,2013-03-15,Puglia,Foggia,No,0,PGA128459964,Carlo,Bianco
421,SAL52113,2018-06-27,Campania,Salerno,Yes,17,CPA39383662,Rocco,Montanari
422,BEN78696,2006-11-29,Campania,Benevento,No,0,CPA126767173,Massimiliano,Esposito
423,CAT11701,2003-10-10,Sicily,Catania,No,0,SCY307367256,Andrea,Palumbo
424,VIB77531,2003-11-21,Calabria,Vibo Valentia,Yes,1,CLA284802698,Ludovico,Bianco
425,LEC17894,2020-11-18,Puglia,Lecce,No,0,PGA161384082,Rosario,Fiore
426,PAL55994,2021-02-24,Sicily,Palermo,No,0,SCY172898822,Guido,Greco
427,AVE95481,2013-03-19,Campania,Avellino,Yes,15,CPA34193933,Valentino,Bianchi
428,PAL72985,2014-04-12,Sicily,Palermo,Yes,18,SCY491417252,Marta,Bruno
429,TRA70026,2001-09-13,Sicily,Trapani,No,0,SCY425350889,Dafne,Neri
430,SAL75698,2013-12-03,Campania,Salerno,No,0,CPA357804814,Nicoletta,Guerra
431,BAR89063,2016-12-09,Puglia,Bari,No,0,PGA552120720,Agnese,Santoro
432,NAP27778,2007-12-05,Campania,Naples,No,0,CPA280119300,Lavinia,Moretti
433,SYR04248,2001-06-21,Sicily,Syracuse,No,0,SCY963148634,Cosimo,Conte
434,BEN79209,2014-05-18,Campania,Benevento,No,0,CPA990548184,Ruggero,Gentile
435,CRO35947,2012-01-23,Calabria,Crotone,No,0,CLA549271555,Violante,Santoro
436,TAR38387,2018-09-09,Puglia,Taranto,No,0,PGA555026233,Debora,Longo
437,RAG34712,2000-09-08,Sicily,Ragusa,Yes,3,SCY921758073,Rita,Santoro
438,MON89458,2019-03-08,Calabria,Montalto Uffugo,Yes,10,CLA942159431,Emiliano,Marino
439,VIB85864,2001-08-10,Calabria,Vibo Valentia,No,0,CLA559896660,Violante,De Luca
440,LAM34689,2007-06-19,Calabria,Lamezia Terme,Yes,16,CLA977325199,Fabio,Moretti
441,LEC07938,2011-09-06,Puglia,Lecce,No,0,PGA39727137,Cristina,Longo
442,VIB65260,2015-12-06,Calabria,Vibo Valentia,No,0,CLA205196574,Marco,Russo
443,LAM34202,2005-09-01,Calabria,Lamezia Terme,Yes,8,CLA741326085,Felice,Milani
444,CAS87249,2005-01-09,Campania,Caserta,No,0,CPA752442381,Carla,Bruno
445,SAL08906,2008-10-19,Campania,Salerno,Yes,1,CPA997612615,Simone,Bianchi
446,COR39635,2001-09-22,Calabria,Corigliano-Rossano,No,0,CLA93069656,Valerio,Villa
447,PAL14051,2012-04-11,Sicily,Palermo,No,0,SCY185551458,Carlo,Bruno
448,VIT72515,2018-09-19,Sicily,Vittoria,No,0,SCY380924363,Stefano,Bianco
449,VIT18248,2008-03-13,Sicily,Vittoria,No,0,SCY578623833,Maurizio,Montanari
450,TAR13253,2008-07-24,Puglia,Taranto,Yes,12,PGA887133471,Giovanni,Santoro
451,AND81386,2000-10-19,Puglia,Andria,No,0,PGA742986787,Francesco,Bruno
452,COR19222,2016-07-04,Calabria,Corigliano-Rossano,Yes,13,CLA1339769,Davide,De Luca
453,SYR33896,2014-02-20,Sicily,Syracuse,No,0,SCY331666656,Federico,Rinaldi
454,FOG25457,2016-02-16,Puglia,Foggia,No,0,PGA484577777,Antonio,Bruno
455,SYR81215,2019-06-26,Sicily,Syracuse,No,0,SCY882506581,Ginevra,Pellegrini
456,CAT45664,2013-09-26,Sicily,Catania,Yes,5,SCY710094901,Raffaello,Costa
457,CAT67870,2021-03-01,Calabria,Catanzaro,No,0,CLA885159118,Diego,Galli
458,CAS87167,2008-10-15,Campania,Caserta,Yes,1,CPA722960142,Marco,Rizzo
459,TRA40557,2006-05-30,Sicily,Trapani,Yes,15,SCY764411992,Massimo,Lombardo
460,CAS79142,2002-04-21,Campania,Caserta,No,0,CPA462588017,Erica,Bianco
461,MES36679,2005-07-01,Sicily,Messina,No,0,SCY374009573,Monica,Romano
462,ACR04245,2008-07-05,Calabria,Acri,No,0,CLA120808416,Bernardo,Marino
463,CAT87552,2002-04-30,Calabria,Catanzaro,Yes,5,CLA378833726,Carlo,Bianco
464,REG05757,2002-09-03,Calabria,Reggio Calabria,No,0,CLA731512331,Cosimo,Martinelli
465,PAL31978,2015-10-09,Sicily,Palermo,Yes,18,SCY215636164,Valentina,Barbieri
466,CAS76687,2001-12-19,Campania,Caserta,No,0,CPA311021564,Elio,Bruno
467,CAT05132,2009-07-02,Sicily,Catania,Yes,6,SCY469929755,Rebecca,Rossi
468,MON02507,2020-08-06,Calabria,Montalto Uffugo,No,0,CLA881210123,Biagio,Rinaldi
469,CAL63994,2010-02-27,Sicily,Caltanissetta,No,0,SCY954488697,Debora,Montanari
470,SAL28273,2021-03-22,Campania,Salerno,No,0,CPA615567994,Vittorio,Vitali
471,CAS42777,2007-07-05,Campania,Caserta,No,0,CPA606741979,Federico,Greco
472,CAL81658,2008-03-13,Sicily,Caltanissetta,No,0,SCY395140231,Margherita,Bianco
473,AND39113,2020-10-12,Puglia,Andria,Yes,5,PGA382233443,Donatella,Carbone
474,CAL48212,2005-04-04,Sicily,Caltanissetta,Yes,9,SCY223950620,Dafne,Marchetti
475,NAP21574,2007-12-18,Campania,Naples,No,0,CPA427936973,Maria,Marchetti
476,MON56337,2006-03-13,Calabria,Montalto Uffugo,Yes,8,CLA970728764,Michele,De Rosa
477,AND74110,2020-12-22,Puglia,Andria,Yes,11,PGA47842408,Pietro,Rossi
478,AVE39782,2003-07-06,Campania,Avellino,Yes,15,CPA479854041,Guido,Fabbri
479,CRO33112,2020-09-24,Calabria,Crotone,Yes,6,CLA158582175,Fabio,Bellini
480,REG39400,2005-01-30,Calabria,Reggio Calabria,Yes,7,CLA794192587,Emma,Martini
481,AND92767,2005-12-23,Puglia,Andria,Yes,15,PGA789405141,Fioretta,Monti
482,LAM62436,2007-09-25,Calabria,Lamezia Terme,Yes,5,CLA746530403,Elisa,Valentini
483,AVE49202,2004-04-10,Campania,Avellino,No,0,CPA21198436,Silvia,Fontana
484,VIT06630,2013-06-26,Sicily,Vittoria,No,0,SCY837514704,Marcello,Greco
485,BEN67181,2021-11-29,Campania,Benevento,Yes,16,CPA806569203,Luigi,Bruno
486,CAS90617,2000-10-28,Campania,Caserta,Yes,2,CPA520733375,Caterina,Moretti
487,CAS45309,2012-10-28,Campania,Caserta,No,0,CPA388215227,Ginevra,Rizzo
488,AND15984,2016-01-15,Puglia,Andria,No,0,PGA72485072,Mattia,Bruno
489,FOG75477,2004-06-03,Puglia,Foggia,Yes,2,PGA460454945,Fabrizio,Leone
490,LAM79551,2018-11-29,Calabria,Lamezia Terme,No,0,CLA656563398,Saverio,Gentile
491,ACR39964,2010-07-20,Calabria,Acri,Yes,4,CLA575784470,Nives,Marchetti
492,MAR02106,2012-05-21,Sicily,Marsala,No,0,SCY923691368,Benedetta,Bianchi
493,LAM27734,2019-09-22,Calabria,Lamezia Terme,Yes,15,CLA709653683,Diego,Costantini
494,NAP03092,2017-11-27,Campania,Naples,Yes,19,CPA854762302,Ernesto,Bianco
495,SYR69633,2016-01-28,Sicily,Syracuse,No,0,SCY517703608,Lorenza,Ferrari
496,SAL27179,2013-10-19,Campania,Salerno,No,0,CPA287582475,Michele,Mariani
497,SYR97631,2017-07-03,Sicily,Syracuse,No,0,SCY72825725,Zeno,Vitale
498,SAL51388,2005-01-01,Campania,Salerno,No,0,CPA868402129,Davide,Gallo
499,LEC46276,2011-04-08,Puglia,Lecce,No,0,PGA152857114,Giovanna,Gallo
500,BEN21864,2001-06-18,Campania,Benevento,No,0,CPA449863274,Eugenia,Greco
501,CAT29918,2008-08-05,Calabria,Catanzaro,Yes,16,CLA180506914,Alice,Piras
502,AVE10572,2007-08-12,Campania,Avellino,No,0,CPA777554891,Massimiliano,Greco
503,BAR40352,2003-02-09,Puglia,Bari,No,0,PGA851820126,Mirco,Bianco
504,REN19226,2016-10-21,Calabria,Rende,Yes,7,CLA87375292,Neri,Gentile
505,AVE88555,2002-09-26,Campania,Avellino,Yes,1,CPA726619377,Alberto,Bruno
506,CAS64719,2018-07-11,Calabria,Castrovillari,No,0,CLA22797611,Lorenza,Bruno
507,COR89087,2013-11-11,Calabria,Corigliano-Rossano,No,0,CLA996851657,Sergio,Fiore
508,MES70034,2019-08-12,Sicily,Messina,Yes,19,SCY814133442,Edoardo,Bruno
509,CAT45049,2009-10-26,Calabria,Catanzaro,Yes,16,CLA542849878,Adriano,Rossi
510,MAR47852,2006-07-12,Sicily,Marsala,Yes,18,SCY718540584,Agnese,Valentini
511,MES47457,2019-12-29,Sicily,Messina,Yes,7,SCY36660000,Giacomo,Moretti
512,AVE84939,2017-07-14,Campania,Avellino,No,0,CPA106567963,Renato,Bruno
513,CAS26819,2022-02-26,Campania,Caserta,No,0,CPA644824127,Massimo,Santoro
514,AVE04894,2003-04-16,Campania,Avellino,No,0,CPA72583998,Biagio,Romano
515,TRA32996,2013-10-15,Sicily,Trapani,Yes,11,SCY246877962,Gabriele,Gallo
516,REN37377,2011-06-17,Calabria,Rende,No,0,CLA69332203,Alessio,Villa
517,PAL40177,2009-07-17,Sicily,Palermo,No,0,SCY378706814,Roberto,Barbieri
518,COR96030,2016-12-07,Calabria,Corigliano-Rossano,Yes,16,CLA450246508,Augusto,Bruno
519,SAL09068,2002-01-22,Campania,Salerno,No,0,CPA844784621,Fabrizio,Vitali
520,CRO52424,2021-05-24,Calabria,Crotone,Yes,11,CLA703534809,Giovanni,Grasso
521,REN21821,2006-08-04,Calabria,Rende,No,0,CLA470299567,Rosa,Donati
522,GEL93612,2010-10-08,Sicily,Gela,No,0,SCY508655794,Greta,Orlando
523,ACR80543,2015-09-17,Calabria,Acri,Yes,12,CLA572970149,Mirco,D'angelo
524,PAL51152,2009-07-20,Sicily,Palermo,No,0,SCY84448909,Antonio,Bianchi
525,COS87937,2018-04-09,Calabria,Cosenza,No,0,CLA583563319,Raffaello,Mariani
526,AVE32592,2004-11-14,Campania,Avellino,No,0,CPA10529504,Bernardo,Caputo
527,NAP44326,2015-06-19,Campania,Naples,Yes,7,CPA159613951,Fabio,De Santis
528,SYR30975,2008-02-15,Sicily,Syracuse,No,0,SCY831819993,Stefano,Russo
529,CAS49286,2013-12-01,Campania,Caserta,No,0,CPA100694485,Mattia,D'amico
530,REG39308,2021-05-17,Calabria,Reggio Calabria,Yes,3,CLA724718647,Caterina,Bruno
531,MAR16483,2007-09-07,Sicily,Marsala,Yes,16,SCY582192197,Luigi,Ferraro
532,SYR86111,2007-03-21,Sicily,Syracuse,No,0,SCY773806002,Erica,Ferraro
533,VIT26814,2010-04-08,Sicily,Vittoria,No,0,SCY715736016,Biagio,Greco
534,REG97735,2005-05-10,Calabria,Reggio Calabria,No,0,CLA278943154,Felice,Marchetti
535,LAM18736,2020-10-18,Calabria,Lamezia Terme,No,0,CLA557032462,Samuele,Greco
536,BEN36473,2008-01-09,Campania,Benevento,No,0,CPA207250670,Rocco,Giordano
537,SAL99798,2010-08-30,Campania,Salerno,Yes,16,CPA437996014,Laura,Bruno
538,NAP46504,2012-05-28,Campania,Naples,No,0,CPA589481062,Elvira,Greco
539,VIB43393,2019-01-19,Calabria,Vibo Valentia,No,0,CLA957472646,Erica,Giordano
540,SAL73451,2014-03-26,Campania,Salerno,No,0,CPA438860710,Neri,Caruso
541,MON05329,2016-04-24,Calabria,Montalto Uffugo,No,0,CLA180701517,Giuliano,Bianco
542,AVE70582,2019-07-20,Campania,Avellino,No,0,CPA531717306,Asia,Santoro
543,VIB51086,2021-08-11,Calabria,Vibo Valentia,No,0,CLA619385977,Tommaso,Rizzi
544,CAT90575,2000-09-18,Calabria,Catanzaro,Yes,5,CLA803569050,Dafne,Ferrara
545,NAP79934,2001-05-16,Campania,Naples,No,0,CPA629025252,Stefania,Bruno
546,VIT08548,2007-09-01,Sicily,Vittoria,Yes,7,SCY461176020,Pietro,Conti
547,REG48881,2012-02-02,Calabria,Reggio Calabria,Yes,3,CLA752382526,Daniele,Mazza
548,SYR41075,2011-02-21,Sicily,Syracuse,No,0,SCY604725644,Raffaello,Bruno
549,NAP24889,2020-01-01,Campania,Naples,No,0,CPA66016867,Fabrizio,Santoro
550,BAR39853,2020-12-24,Puglia,Bari,No,0,PGA279207112,Silvio,Bianco
551,NAP86019,2006-01-08,Campania,Naples,Yes,13,CPA395904763,Leonardo,Bruno
552,LEC95819,2014-06-21,Puglia,Lecce,No,0,PGA792287253,Massimiliano,Santoro
553,AVE34715,2010-01-20,Campania,Avellino,No,0,CPA601642229,Leonardo,Costa
554,CAT61925,2017-05-01,Calabria,Catanzaro,No,0,CLA621575137,Paola,Ricci
555,VIT96811,2002-07-10,Sicily,Vittoria,Yes,6,SCY290574675,Noemi,Greco
556,AVE20659,2011-03-23,Campania,Avellino,Yes,17,CPA803351590,Elena,Battaglia
557,COR80693,2016-01-08,Calabria,Corigliano-Rossano,Yes,1,CLA16059180,Aldo,De Santis
558,AVE04145,2001-07-06,Campania,Avellino,No,0,CPA442012504,Cosimo,Santoro
559,VIT44389,2011-03-13,Sicily,Vittoria,Yes,13,SCY414998751,Dario,Greco
560,MON04056,2016-05-24,Calabria,Montalto Uffugo,Yes,8,CLA801484273,Tommaso,Giordano
561,CAT64489,2000-04-16,Calabria,Catanzaro,No,0,CLA199997664,Donatella,Monti
562,SAL74140,2007-01-26,Campania,Salerno,Yes,11,CPA357804814,Nicoletta,Guerra
563,SAL53322,2015-05-06,Campania,Salerno,Yes,9,CPA474137789,Renato,Lombardo
564,SAL07882,2005-04-26,Campania,Salerno,Yes,9,CPA302029376,Fabrizio,Donati
565,BEN58845,2022-03-14,Campania,Benevento,No,0,CPA606035506,Gioia,Bruno
566,MES35613,2006-05-23,Sicily,Messina,No,0,SCY718545516,Federico,Greco
567,REG21798,2016-08-01,Calabria,Reggio Calabria,No,0,CLA416929600,Vittoria,Greco
568,AVE77283,2008-10-26,Campania,Avellino,No,0,CPA951630409,Ludovica,Bianchi
569,NAP81401,2022-01-02,Campania,Naples,Yes,7,CPA690119718,Silvio,Pellegrino
570,BEN16332,2009-03-17,Campania,Benevento,No,0,CPA643159171,Giuliana,Palumbo
571,CAS83862,2003-02-14,Calabria,Castrovillari,No,0,CLA125182224,Lucia,Carbone
572,TRA77190,2015-06-06,Sicily,Trapani,Yes,14,SCY507889496,Cristian,Silvestri
573,REN66447,2006-05-15,Calabria,Rende,No,0,CLA314440711,Ernesto,Bianco
574,VIB03134,2015-01-11,Calabria,Vibo Valentia,Yes,14,CLA506638916,Vito,Ferraro
575,PAL75607,2020-05-28,Sicily,Palermo,Yes,2,SCY466151980,Ernesto,Romano
576,NAP48409,2004-12-08,Campania,Naples,No,0,CPA741753821,Emiliano,Bianchi
577,AVE94792,2015-08-15,Campania,Avellino,Yes,9,CPA820239724,Cecilia,Bianco
578,RAG88267,2021-12-18,Sicily,Ragusa,No,0,SCY830261722,Patrizio,Gallo
579,CAL68869,2019-10-20,Sicily,Caltanissetta,Yes,3,SCY426455115,Salvo,Santoro
580,CAL04553,2015-10-21,Sicily,Caltanissetta,No,0,SCY890657910,Cecilia,Barbieri
581,BAR26437,2000-07-30,Puglia,Bari,Yes,5,PGA678617442,Sergio,Rinaldi
582,REG92539,2019-06-08,Calabria,Reggio Calabria,Yes,14,CLA474775985,Fulvio,Santoro
583,PAL60640,2020-07-13,Sicily,Palermo,No,0,SCY660206411,Felice,Moretti
584,CAL98533,2003-01-23,Sicily,Caltanissetta,Yes,17,SCY430803565,Ezio,Santoro
585,NAP68847,2007-10-07,Campania,Naples,Yes,10,CPA172524566,Giuliano,Bianco
586,CAL83484,2000-02-02,Sicily,Caltanissetta,No,0,SCY707504206,Rosa,Monti
587,COR86174,2000-08-21,Calabria,Corigliano-Rossano,No,0,CLA257578991,Tiziano,Santoro
588,CAL24781,2011-11-29,Sicily,Caltanissetta,No,0,SCY379981634,Tommaso,Santoro
589,NAP68656,2016-06-29,Campania,Naples,No,0,CPA669470862,Ginevra,Palumbo
590,TAR06603,2010-08-12,Puglia,Taranto,Yes,3,PGA464551025,Cristian,Vitale
591,TRA25225,2001-11-12,Sicily,Trapani,Yes,5,SCY687619509,Vittoria,Bianco
