,Public_ID,First_Name,Last_Name,Gender,DOB,Age,Region,City,ChildID,Most_Recent_Call,Notable_Family_Member,Mafia_ID,Organisation
2459,P00070351,Silvia,Russo,F,1954-02-02,68,Campania,Avellino,,Cos0003467,,Cos0003467,Cosa Nostra
2460,P00070446,Margherita,Russo,F,1991-04-22,30,Campania,Avellino,,Cos0001636,,Cos0001636,Cosa Nostra
2461,P00322529,Ugo,Rizzo,M,2004-04-28,17,Calabria,Catanzaro,,Cos0001636,,Cos0001636,Cosa Nostra
2462,P00070518,Marzia,Russo,F,1964-04-12,58,Campania,Benevento,P0056301,Cam0003139,,Cam0003139,Camorra
2463,P00188932,Saverio,Marino,M,1951-12-10,70,Calabria,Castrovillari,P0055451,Cam0003139,,Cam0003139,Camorra
2464,P00070523,Gabriella,Russo,F,1992-09-20,29,Campania,Naples,,Cos0004228,,Cos0004228,Cosa Nostra
2465,P00886855,Beatrice,Basile,F,1990-04-29,31,Campania,Caserta,,Cos0004228,,Cos0004228,Cosa Nostra
2466,P00952962,Stefano,Milani,M,1977-08-05,44,Campania,Avellino,P0185180,Cos0004228,,Cos0004228,Cosa Nostra
2467,P00070528,Antonello,Russo,M,1984-04-20,37,Campania,Caserta,,Cos0002912,,Cos0002912,Cosa Nostra
2468,P00883931,Elena,Basile,F,1980-04-08,42,Calabria,Catanzaro,,Cos0002912,,Cos0002912,Cosa Nostra
2469,P00070724,Fioretta,Russo,F,1968-06-11,53,Campania,Benevento,,Ndr0005189,,Ndr0005189,'Ndrangheta
2470,P00136989,Rita,Bianchi,F,1976-07-28,45,Puglia,Bari,,Ndr0005189,,Ndr0005189,'Ndrangheta
2471,P00070748,Rebecca,Russo,F,2004-04-22,17,Campania,Naples,,Cos0002252,,Cos0002252,Cosa Nostra
2472,P00070833,Roberto,Russo,M,1937-09-09,84,Campania,Naples,P0159905,Cam0003601,,Cam0003601,Camorra
2473,P00190334,Elisa,Marino,F,1991-09-21,30,Campania,Salerno,,Cam0003601,,Cam0003601,Camorra
2474,P00444550,Ludovica,Galli,F,2004-06-26,17,Calabria,Vibo Valentia,,Cam0003601,,Cam0003601,Camorra
2475,P00070874,Claudio,Russo,M,1982-11-27,39,Campania,Naples,,Ndr0003884,,Ndr0003884,'Ndrangheta
2476,P00070892,Rosario,Russo,M,1996-12-15,25,Campania,Caserta,,Ndr0002289,,Ndr0002289,'Ndrangheta
2477,P00070896,Silvio,Russo,M,1989-05-21,32,Campania,Caserta,,Cam0000082,,Cam0000082,Camorra
2478,P00821819,Carlo,Rossetti,M,1931-05-17,90,Calabria,Vibo Valentia,P0214573,Cam0000082,,Cam0000082,Camorra
2479,P00070901,Lapo,Russo,M,1994-06-08,27,Campania,Salerno,,Ndr0005153,,Ndr0005153,'Ndrangheta
2480,P00822856,Giorgia,Rossetti,F,1931-11-20,90,Calabria,Rende,,Ndr0005153,,Ndr0005153,'Ndrangheta
2481,P00070970,Alessandro,Russo,M,2005-06-02,16,Campania,Salerno,,Cos0001899,,Cos0001899,Cosa Nostra
2482,P00071039,Mauro,Russo,M,1997-12-24,24,Campania,Salerno,,Cos0004962,,Cos0004962,Cosa Nostra
2483,P00071056,Elisa,Russo,F,1959-05-29,62,Campania,Benevento,P0159475,Sac0001691,,Sac0001691,Sacra Corona Unita
2484,P00118037,Greta,Ferrari,F,1984-07-28,37,Sicily,Vittoria,,Sac0001691,,Sac0001691,Sacra Corona Unita
2485,P00071063,Giacomo,Russo,M,2002-11-20,19,Campania,Avellino,,Ndr0005915,,Ndr0005915,'Ndrangheta
2486,P00151594,Antonella,Romano,F,1975-12-21,46,Campania,Avellino,,Ndr0005915,,Ndr0005915,'Ndrangheta
2487,P00071076,Claudia,Russo,F,1978-11-19,43,Campania,Salerno,,Cos0004158,,Cos0004158,Cosa Nostra
2488,P00784513,Luisa,Testa,F,1997-05-19,24,Sicily,Palermo,,Cos0004158,,Cos0004158,Cosa Nostra
2489,P00071151,Valeria,Russo,F,1933-06-05,88,Campania,Naples,P0169565,Cam0001138,,Cam0001138,Camorra
2490,P00343028,Greta,Lombardi,F,1956-01-16,66,Puglia,Andria,P0112985,Cam0001138,,Cam0001138,Camorra
2491,P00538243,Raffaello,De Santis,M,1983-05-22,38,Calabria,Lamezia Terme,,Cam0001138,,Cam0001138,Camorra
2492,P00071220,Carlo,Russo,M,1995-12-27,26,Campania,Salerno,,Cos0000814,,Cos0000814,Cosa Nostra
2493,P00071311,Raffaella,Russo,F,1983-09-11,38,Campania,Salerno,,Cam0005323,,Cam0005323,Camorra
2494,P00071454,Simona,Russo,F,1987-02-06,35,Campania,Caserta,P0038780,Sac0000823,,Sac0000823,Sacra Corona Unita
2495,P00071696,Raffaello,Russo,M,1970-12-25,51,Campania,Avellino,,Cam0004683,,Cam0004683,Camorra
2496,P00234759,Eugenia,Gallo,F,1974-11-19,47,Calabria,Rende,,Cam0004683,,Cam0004683,Camorra
2497,P00256925,Emilia,Conti,F,1949-04-14,72,Puglia,Bari,P0068089,Cam0004683,,Cam0004683,Camorra
2498,P00543838,Marzia,De Santis,F,1963-01-10,59,Puglia,Bari,P0224678,Cam0004683,,Cam0004683,Camorra
2499,P00917421,Gaia,Vitali,F,1943-03-05,79,Puglia,Foggia,P0015715,Cam0004683,,Cam0004683,Camorra
2500,P00071697,Giada,Russo,F,1978-03-22,44,Campania,Caserta,,Ndr0005623,,Ndr0005623,'Ndrangheta
2501,P00071698,Camilla,Russo,F,1947-10-16,74,Campania,Caserta,,Ndr0004601,,Ndr0004601,'Ndrangheta
2502,P00071723,Valerio,Russo,M,1995-08-11,26,Campania,Benevento,,Cos0002555,,Cos0002555,Cosa Nostra
2503,P00503177,Ludovica,Martinelli,F,1953-03-30,69,Puglia,Andria,P0178612,Cos0002555,,Cos0002555,Cosa Nostra
2504,P00071851,Vito,Russo,M,1936-01-07,86,Puglia,Andria,P0198183,Cam0002047,,Cam0002047,Camorra
2505,P00071913,Silvio,Russo,M,2000-11-26,21,Puglia,Lecce,,Cam0001463,,Cam0001463,Camorra
2506,P00110217,Salvatore,Ferrari,M,2003-12-24,18,Puglia,Foggia,,Cam0001463,,Cam0001463,Camorra
2507,P00143209,Giovanna,Bianchi,F,1981-03-23,41,Sicily,Caltanissetta,,Cam0001463,,Cam0001463,Camorra
2508,P00071926,Angelo,Russo,M,1940-09-29,81,Puglia,Lecce,P0028707,Ndr0004721,,Ndr0004721,'Ndrangheta
2509,P00537215,Emanuele,Coppola,M,1987-01-08,35,Puglia,Andria,,Ndr0004721,,Ndr0004721,'Ndrangheta
2510,P00572249,Vittoria,Parisi,F,1995-08-06,26,Puglia,Bari,,Ndr0004721,,Ndr0004721,'Ndrangheta
2511,P00071977,Paolo,Russo,M,1943-12-17,78,Puglia,Lecce,P0067893,Sac0000485,,Sac0000485,Sacra Corona Unita
2512,P00072147,Valerio,Russo,M,1968-09-15,53,Puglia,Taranto,P0140759,Cam0002173,,Cam0002173,Camorra
2513,P00146880,Bianca,Romano,F,1972-10-18,49,Calabria,Montalto Uffugo,,Cam0002173,,Cam0002173,Camorra
2514,P00072155,Martina,Russo,F,1950-10-08,71,Puglia,Bari,P0008764,Sac0001981,,Sac0001981,Sacra Corona Unita
2515,P00161546,Serena,Romano,F,1980-10-10,41,Sicily,Ragusa,,Sac0001981,,Sac0001981,Sacra Corona Unita
2516,P00916356,Giuliano,Vitali,M,1992-11-09,29,Campania,Benevento,,Sac0001981,,Sac0001981,Sacra Corona Unita
2517,P00072177,Vincenzo,Russo,M,1994-04-02,28,Puglia,Bari,,Ndr0000882,,Ndr0000882,'Ndrangheta
2518,P00106006,Caterina,Ferrari,F,2005-02-17,17,Puglia,Andria,,Ndr0000882,,Ndr0000882,'Ndrangheta
2519,P00072293,Stella,Russo,F,1981-01-01,41,Puglia,Bari,P0110440,Cos0002502,,Cos0002502,Cosa Nostra
2520,P00207158,Elvira,Greco,F,1943-01-26,79,Campania,Salerno,P0168132,Cos0002502,,Cos0002502,Cosa Nostra
2521,P00072381,Dafne,Russo,F,1971-10-14,50,Puglia,Bari,P0043187,Ndr0003297,,Ndr0003297,'Ndrangheta
2522,P00603694,Rosario,Ferraro,M,1933-03-18,89,Sicily,Trapani,P0216368,Ndr0003297,,Ndr0003297,'Ndrangheta
2523,P00072501,Simona,Russo,F,1952-02-18,70,Puglia,Bari,P0095447,Ndr0000169,,Ndr0000169,'Ndrangheta
2524,P00072553,Carlotta,Russo,F,1995-06-28,26,Puglia,Taranto,,Cos0001572,,Cos0001572,Cosa Nostra
2525,P00131747,Mattia,Bianchi,M,1984-03-05,38,Campania,Caserta,,Cos0001572,,Cos0001572,Cosa Nostra
2526,P00138613,Adele,Bianchi,F,2000-06-26,21,Puglia,Bari,,Cos0001572,,Cos0001572,Cosa Nostra
2527,P00331292,Asia,Rizzo,F,1999-06-10,22,Sicily,Palermo,,Cos0001572,,Cos0001572,Cosa Nostra
2528,P00072558,Tommaso,Russo,M,1943-11-29,78,Puglia,Lecce,P0186969,Cam0005750,,Cam0005750,Camorra
2529,P00404684,Lorenza,Mariani,F,1953-11-19,68,Puglia,Lecce,P0222206,Cam0005750,,Cam0005750,Camorra
2530,P00072585,Ginevra,Russo,F,1993-08-13,28,Puglia,Lecce,,Cos0001866,,Cos0001866,Cosa Nostra
2531,P00072661,Alessandra,Russo,F,1938-06-13,83,Puglia,Foggia,P0211646,Cam0003891,,Cam0003891,Camorra
2532,P00899837,Vincenzo,Donati,M,1936-06-16,85,Calabria,Vibo Valentia,P0230536,Cam0003891,,Cam0003891,Camorra
2533,P00072769,Massimo,Russo,M,1961-01-06,61,Puglia,Foggia,,Cos0000153,,Cos0000153,Cosa Nostra
2534,P00847270,Patrizio,Guerra,M,1965-07-13,56,Campania,Avellino,,Cos0000153,,Cos0000153,Cosa Nostra
2535,P00072958,Anna,Russo,F,1957-09-28,64,Puglia,Taranto,P0039082,Cos0002482,,Cos0002482,Cosa Nostra
2536,P00073027,Amelia,Russo,F,1935-01-30,87,Puglia,Andria,P0011058,Cam0001227,,Cam0001227,Camorra
2537,P00073098,Rosario,Russo,M,1987-07-30,34,Puglia,Foggia,P0159334,Ndr0000317,,Ndr0000317,'Ndrangheta
2538,P00161900,Ernesto,Romano,M,1968-12-05,53,Sicily,Messina,P0204150,Ndr0000317,,Ndr0000317,'Ndrangheta
2539,P00391861,Guido,Santoro,M,2000-04-19,21,Puglia,Andria,,Ndr0000317,,Ndr0000317,'Ndrangheta
2540,P00073173,Dario,Russo,M,1974-01-31,48,Puglia,Andria,,Ndr0004702,,Ndr0004702,'Ndrangheta
2541,P00439958,Donatella,Ferrara,F,1983-03-15,39,Sicily,Catania,,Ndr0004702,,Ndr0004702,'Ndrangheta
2542,P00759344,Ada,Amato,F,1992-05-07,29,Sicily,Gela,,Ndr0004702,,Ndr0004702,'Ndrangheta
2543,P00073179,Maria,Russo,F,1943-07-14,78,Puglia,Taranto,P0166124,Cos0001477,,Cos0001477,Cosa Nostra
2544,P00073202,Fiorella,Russo,F,1992-01-27,30,Puglia,Bari,,Sac0001133,,Sac0001133,Sacra Corona Unita
2545,P00205445,Gabriele,Greco,M,1946-08-27,75,Campania,Benevento,P0102654,Sac0001133,,Sac0001133,Sacra Corona Unita
2546,P00408608,Alfredo,Mariani,M,1986-01-07,36,Sicily,Messina,,Sac0001133,,Sac0001133,Sacra Corona Unita
2547,P00073311,Simona,Russo,F,1935-04-30,86,Puglia,Foggia,P0014269,Cam0005939,,Cam0005939,Camorra
2548,P00073367,Cecilia,Russo,F,1950-07-12,71,Puglia,Andria,P0002224,Sac0000570,,Sac0000570,Sacra Corona Unita
2549,P00441296,Alessandro,Ferrara,M,1940-02-21,82,Sicily,Messina,P0050761,Sac0000570,Cam0002792,Sac0000570,Sacra Corona Unita
2550,P00073371,Sara,Russo,F,1997-06-06,24,Puglia,Foggia,,Cam0006456,,Cam0006456,Camorra
2551,P00244202,Alfredo,Gallo,M,1931-06-16,90,Sicily,Vittoria,P0035648,Cam0006456,,Cam0006456,Camorra
2552,P00073398,Sabina,Russo,F,1957-10-25,64,Puglia,Andria,P0167176,Cos0003365,,Cos0003365,Cosa Nostra
2553,P00497156,Alessandro,Martinelli,M,1998-08-20,23,Calabria,Lamezia Terme,,Cos0003365,,Cos0003365,Cosa Nostra
2554,P00694745,Eva,Pellegrini,F,1979-01-19,43,Puglia,Taranto,P0129997,Cos0003365,,Cos0003365,Cosa Nostra
2555,P00073423,Valentino,Russo,M,1977-02-09,45,Puglia,Taranto,,Ndr0005835,,Ndr0005835,'Ndrangheta
2556,P00525633,Federica,Lombardo,F,1958-04-16,63,Sicily,Messina,P0219561,Ndr0005835,,Ndr0005835,'Ndrangheta
2557,P00073458,Cristina,Russo,F,1995-02-09,27,Puglia,Bari,,Ndr0003073,,Ndr0003073,'Ndrangheta
2558,P00649801,Mattia,Grasso,M,1981-06-07,40,Sicily,Syracuse,,Ndr0003073,,Ndr0003073,'Ndrangheta
2559,P00073460,Maria,Russo,F,1940-11-29,81,Puglia,Taranto,P0048422,Cam0004737,,Cam0004737,Camorra
2560,P00272895,Mattia,De Luca,M,1943-06-16,78,Sicily,Palermo,P0234523,Cam0004737,,Cam0004737,Camorra
2561,P00644006,Renato,Grasso,M,1990-05-06,31,Calabria,Corigliano-Rossano,,Cam0004737,,Cam0004737,Camorra
2562,P00874864,Luigi,De Rosa,M,1972-02-08,50,Sicily,Gela,,Cam0004737,,Cam0004737,Camorra
2563,P00073474,Ruggero,Russo,M,1933-02-19,89,Puglia,Andria,P0061471,Sac0001843,,Sac0001843,Sacra Corona Unita
2564,P00073514,Lucio,Russo,M,1974-01-01,48,Puglia,Bari,P0158947,Ndr0000572,,Ndr0000572,'Ndrangheta
2565,P00537278,Emma,Coppola,F,1986-09-30,35,Puglia,Andria,,Ndr0000572,,Ndr0000572,'Ndrangheta
2566,P00073521,Serena,Russo,F,1943-06-10,78,Puglia,Andria,P0231529,Cam0001686,,Cam0001686,Camorra
2567,P00073565,Umberto,Russo,M,1988-06-05,33,Puglia,Foggia,,Cam0002615,,Cam0002615,Camorra
2568,P00227729,Gabriella,Bruno,F,1993-03-12,29,Puglia,Foggia,,Cam0002615,,Cam0002615,Camorra
2569,P00073583,Luisa,Russo,F,1962-05-19,59,Puglia,Lecce,,Sac0000994,,Sac0000994,Sacra Corona Unita
2570,P00073590,Tiziano,Russo,M,1938-02-20,84,Puglia,Lecce,P0158143,Cos0004838,,Cos0004838,Cosa Nostra
2571,P00242960,Federico,Gallo,M,1974-12-27,47,Puglia,Taranto,,Cos0004838,,Cos0004838,Cosa Nostra
2572,P00860640,Antonello,Martino,M,1994-07-22,27,Calabria,Vibo Valentia,,Cos0004838,,Cos0004838,Cosa Nostra
2573,P00073634,Fabio,Russo,M,1960-05-20,61,Puglia,Andria,P0228021,Cam0003616,,Cam0003616,Camorra
2574,P00073697,Sebastiano,Russo,M,1973-08-07,48,Puglia,Taranto,,Sac0001429,,Sac0001429,Sacra Corona Unita
2575,P00273299,Ada,De Luca,F,2004-10-30,17,Sicily,Messina,,Sac0001429,,Sac0001429,Sacra Corona Unita
2576,P00501029,Vincenzo,Martinelli,M,1992-09-27,29,Campania,Benevento,,Sac0001429,,Sac0001429,Sacra Corona Unita
2577,P00934380,Gaia,Sartori,F,1983-09-29,38,Sicily,Ragusa,,Sac0001429,,Sac0001429,Sacra Corona Unita
2578,P00073775,Fiorella,Russo,F,1975-06-19,46,Puglia,Lecce,,Cam0006120,,Cam0006120,Camorra
2579,P00774119,Ugo,Mazza,M,1974-06-16,47,Puglia,Foggia,P0079989,Cam0006120,,Cam0006120,Camorra
2580,P00073785,Claudia,Russo,F,1976-02-23,46,Puglia,Andria,,Sac0000850,,Sac0000850,Sacra Corona Unita
2581,P00129224,Cristian,Bianchi,M,1934-08-06,87,Campania,Avellino,P0186414,Sac0000850,,Sac0000850,Sacra Corona Unita
2582,P00889536,Giulia,Basile,F,1949-01-19,73,Puglia,Bari,P0043361,Sac0000850,,Sac0000850,Sacra Corona Unita
2583,P00073851,Alma,Russo,F,1958-05-13,63,Puglia,Andria,P0157882,Cam0003786,,Cam0003786,Camorra
2584,P00073859,Mario,Russo,M,1986-06-27,35,Puglia,Andria,,Ndr0002069,,Ndr0002069,'Ndrangheta
2585,P00073886,Amelia,Russo,F,1950-10-29,71,Puglia,Foggia,P0111113,Cam0001007,,Cam0001007,Camorra
2586,P00510345,Maria,Vitale,F,1972-03-16,50,Campania,Avellino,,Cam0001007,,Cam0001007,Camorra
2587,P00572581,Lucia,Parisi,F,1934-03-02,88,Puglia,Taranto,P0057554,Cam0001007,,Cam0001007,Camorra
2588,P00073928,Carlotta,Russo,F,1982-01-15,40,Puglia,Andria,,Ndr0005286,,Ndr0005286,'Ndrangheta
2589,P00073972,Salvo,Russo,M,1996-09-04,25,Puglia,Bari,,Ndr0004320,,Ndr0004320,'Ndrangheta
2590,P00990827,Paolo,Damico,M,1952-01-28,70,Puglia,Taranto,P0112764,Ndr0004320,,Ndr0004320,'Ndrangheta
2591,P00074035,Silvia,Russo,F,1988-08-02,33,Puglia,Andria,,Cos0003029,,Cos0003029,Cosa Nostra
2592,P00074040,Stefano,Russo,M,1979-01-10,43,Puglia,Andria,,Cam0006527,,Cam0006527,Camorra
2593,P00074115,Gianluca,Russo,M,1969-01-29,53,Puglia,Lecce,P0084770,Ndr0004161,,Ndr0004161,'Ndrangheta
2594,P00074139,Stella,Russo,F,1940-04-17,81,Puglia,Foggia,P0200386,Ndr0000931,,Ndr0000931,'Ndrangheta
2595,P00074160,Antonio,Russo,M,1967-07-06,54,Puglia,Andria,P0205711,Ndr0004003,,Ndr0004003,'Ndrangheta
2596,P00358327,Amelia,Moretti,F,1960-07-29,61,Sicily,Messina,P0011252,Ndr0004003,,Ndr0004003,'Ndrangheta
2597,P00371903,Fiorella,Barbieri,F,1941-09-09,80,Sicily,Caltanissetta,P0141331,Ndr0004003,,Ndr0004003,'Ndrangheta
2598,P00852103,Mattia,Guerra,M,1999-08-21,22,Sicily,Palermo,,Ndr0004003,,Ndr0004003,'Ndrangheta
2599,P00074375,Isabella,Russo,F,2006-01-30,16,Puglia,Lecce,,Sac0000790,,Sac0000790,Sacra Corona Unita
2600,P00854313,Davide,Bernardi,M,2000-09-13,21,Calabria,Corigliano-Rossano,,Sac0000790,,Sac0000790,Sacra Corona Unita
2601,P00907485,Renato,Piras,M,1955-07-04,66,Calabria,Rende,P0021930,Sac0000790,,Sac0000790,Sacra Corona Unita
2602,P00074417,Nives,Russo,F,1981-09-25,40,Puglia,Foggia,,Sac0001934,,Sac0001934,Sacra Corona Unita
2603,P00521170,Asia,Lombardo,F,1930-04-22,91,Campania,Caserta,P0058737,Sac0001934,,Sac0001934,Sacra Corona Unita
2604,P00074508,Raul,Russo,M,1986-06-13,35,Puglia,Bari,,Cam0005017,,Cam0005017,Camorra
2605,P00220426,Lorenzo,Bruno,M,1961-02-08,61,Calabria,Cosenza,P0032702,Cam0005017,,Cam0005017,Camorra
2606,P00477740,Asia,Longo,F,1994-07-23,27,Calabria,Montalto Uffugo,,Cam0005017,,Cam0005017,Camorra
2607,P00758788,Stefania,Amato,F,1954-02-24,68,Sicily,Gela,,Cam0005017,,Cam0005017,Camorra
2608,P00882536,Antonella,Bellini,F,1973-11-26,48,Sicily,Vittoria,P0070171,Cam0005017,,Cam0005017,Camorra
2609,P00074520,Carla,Russo,F,1976-05-13,45,Puglia,Lecce,,Cos0005446,,Cos0005446,Cosa Nostra
2610,P00986517,Amelia,Damico,F,1939-05-01,82,Calabria,Catanzaro,P0149947,Cos0005446,,Cos0005446,Cosa Nostra
2611,P00074538,Alfredo,Russo,M,1946-04-19,75,Puglia,Taranto,P0188360,Ndr0001629,,Ndr0001629,'Ndrangheta
2612,P00074550,Cecilia,Russo,F,1983-07-24,38,Puglia,Lecce,,Cos0000547,,Cos0000547,Cosa Nostra
2613,P00074570,Carla,Russo,F,1934-12-10,87,Puglia,Foggia,,Ndr0002229,,Ndr0002229,'Ndrangheta
2614,P00868903,Raffaele,De Rosa,M,1977-10-27,44,Calabria,Corigliano-Rossano,,Ndr0002229,,Ndr0002229,'Ndrangheta
2615,P00074619,Silvia,Russo,F,1938-12-14,83,Puglia,Taranto,P0026859,Ndr0000677,,Ndr0000677,'Ndrangheta
2616,P00619047,Laura,Fabbri,F,1939-06-06,82,Puglia,Foggia,P0206535,Ndr0000677,,Ndr0000677,'Ndrangheta
2617,P00074674,Sabina,Russo,F,1983-10-25,38,Puglia,Andria,,Ndr0003785,,Ndr0003785,'Ndrangheta
2618,P00821600,Massimo,Rossetti,M,1992-08-27,29,Calabria,Catanzaro,,Ndr0003785,,Ndr0003785,'Ndrangheta
2619,P00074712,Leonardo,Russo,M,1949-01-09,73,Puglia,Andria,P0090172,Cos0002150,,Cos0002150,Cosa Nostra
2620,P00074833,Neri,Russo,M,1987-11-08,34,Puglia,Foggia,,Cos0002459,Sac0001339,Cos0002459,Cosa Nostra
2621,P00074866,Luisa,Russo,F,1983-08-26,38,Puglia,Taranto,,Ndr0005515,,Ndr0005515,'Ndrangheta
2622,P00983397,Antonio,Orlando,M,1945-05-04,76,Puglia,Andria,P0126698,Ndr0005515,,Ndr0005515,'Ndrangheta
2623,P00075017,Massimiliano,Russo,M,2003-08-16,18,Puglia,Foggia,,Ndr0003270,,Ndr0003270,'Ndrangheta
2624,P00075047,Cosimo,Russo,M,1988-02-07,34,Puglia,Lecce,,Ndr0001390,,Ndr0001390,'Ndrangheta
2625,P00527851,Filippo,Serra,M,1931-01-03,91,Calabria,Corigliano-Rossano,P0038893,Ndr0001390,,Ndr0001390,'Ndrangheta
2626,P00075307,Lucia,Russo,F,1991-08-17,30,Puglia,Andria,,Ndr0001010,,Ndr0001010,'Ndrangheta
2627,P00322663,Emilia,Rizzo,F,1985-05-29,36,Calabria,Vibo Valentia,,Ndr0001010,,Ndr0001010,'Ndrangheta
2628,P00075322,Ginevra,Russo,F,1961-07-25,60,Puglia,Taranto,P0042944,Cos0002086,,Cos0002086,Cosa Nostra
2629,P00700910,Adriano,Palumbo,M,1960-10-16,61,Campania,Avellino,,Cos0002086,,Cos0002086,Cosa Nostra
2630,P00075326,Felice,Russo,M,1971-03-27,51,Puglia,Foggia,,Ndr0003951,,Ndr0003951,'Ndrangheta
2631,P00228774,Alessandro,Bruno,M,1971-03-09,51,Sicily,Vittoria,,Ndr0003951,,Ndr0003951,'Ndrangheta
2632,P00075365,Gabriella,Russo,F,1991-08-28,30,Puglia,Bari,,Ndr0000861,,Ndr0000861,'Ndrangheta
2633,P00432989,Asia,Ferrara,F,1989-08-18,32,Calabria,Vibo Valentia,,Ndr0000861,,Ndr0000861,'Ndrangheta
2634,P00075395,Silvio,Russo,M,1987-04-05,35,Puglia,Andria,,Cam0001711,,Cam0001711,Camorra
2635,P00075418,Stella,Russo,F,1969-10-21,52,Puglia,Taranto,,Cos0001625,,Cos0001625,Cosa Nostra
2636,P00075459,Domenico,Russo,M,1976-02-26,46,Puglia,Bari,,Ndr0003100,,Ndr0003100,'Ndrangheta
2637,P00995362,Luca,Negri,M,1971-02-10,51,Campania,Salerno,P0107124,Ndr0003100,,Ndr0003100,'Ndrangheta
2638,P00075490,Emanuele,Russo,M,1984-11-07,37,Puglia,Taranto,,Cam0002322,,Cam0002322,Camorra
2639,P00075542,Bernardo,Russo,M,1963-06-25,58,Puglia,Taranto,,Ndr0002375,,Ndr0002375,'Ndrangheta
2640,P00699642,Sabina,Palumbo,F,1941-01-07,81,Calabria,Catanzaro,P0070756,Ndr0002375,,Ndr0002375,'Ndrangheta
2641,P00868232,Laura,De Rosa,F,1954-11-18,67,Calabria,Castrovillari,,Ndr0002375,,Ndr0002375,'Ndrangheta
2642,P00075576,Walter,Russo,M,1958-10-21,63,Puglia,Bari,P0026925,Ndr0004637,,Ndr0004637,'Ndrangheta
2643,P00880867,Carlo,Bellini,M,1954-07-06,67,Puglia,Lecce,P0212623,Ndr0004637,,Ndr0004637,'Ndrangheta
2644,P00992615,Adele,Damico,F,1975-03-13,47,Sicily,Caltanissetta,,Ndr0004637,,Ndr0004637,'Ndrangheta
2645,P00075619,Carlotta,Russo,F,1973-12-09,48,Puglia,Andria,,Cam0002965,,Cam0002965,Camorra
2646,P00919487,Serena,Vitali,F,1955-05-18,66,Sicily,Caltanissetta,,Cam0002965,,Cam0002965,Camorra
2647,P00075812,Giulio,Russo,M,1983-07-23,38,Puglia,Andria,,Cos0004414,,Cos0004414,Cosa Nostra
2648,P00181600,Lorenza,Ricci,F,1943-04-04,79,Sicily,Catania,,Cos0004414,,Cos0004414,Cosa Nostra
2649,P00677553,Carla,Sala,F,1998-09-27,23,Sicily,Palermo,,Cos0004414,,Cos0004414,Cosa Nostra
2650,P00956375,Samuele,Milani,M,1979-10-15,42,Sicily,Messina,,Cos0004414,,Cos0004414,Cosa Nostra
2651,P00075972,Simone,Russo,M,1984-06-08,37,Puglia,Foggia,,Cos0002677,,Cos0002677,Cosa Nostra
2652,P00075981,Vincenzo,Russo,M,2003-12-23,18,Puglia,Bari,,Cam0001359,,Cam0001359,Camorra
2653,P00666889,Marta,Messina,F,1953-08-06,68,Puglia,Foggia,,Cam0001359,,Cam0001359,Camorra
2654,P00076048,Susanna,Russo,F,1959-12-25,62,Puglia,Lecce,P0069628,Cos0002690,,Cos0002690,Cosa Nostra
2655,P00076052,Ludovica,Russo,F,1935-08-16,86,Puglia,Lecce,P0203358,Sac0000238,,Sac0000238,Sacra Corona Unita
2656,P00966437,Ginevra,Ruggiero,F,1943-05-28,78,Campania,Benevento,P0097372,Sac0000238,,Sac0000238,Sacra Corona Unita
2657,P00076069,Ludovico,Russo,M,1959-05-19,62,Puglia,Andria,,Cos0005357,,Cos0005357,Cosa Nostra
2658,P00076100,Sergio,Russo,M,1942-07-01,79,Puglia,Foggia,P0094003,Cos0000821,,Cos0000821,Cosa Nostra
2659,P00492939,Gioia,Gentile,F,1976-01-07,46,Puglia,Taranto,P0111360,Cos0000821,,Cos0000821,Cosa Nostra
2660,P00076191,Elena,Russo,F,1962-09-22,59,Puglia,Andria,,Cos0003296,,Cos0003296,Cosa Nostra
2661,P00076200,Rossana,Russo,F,1996-10-29,25,Puglia,Bari,,Cos0004532,,Cos0004532,Cosa Nostra
2662,P00076255,Alberto,Russo,M,2005-12-01,16,Puglia,Foggia,,Ndr0003192,,Ndr0003192,'Ndrangheta
2663,P00076311,Mirco,Russo,M,1994-09-02,27,Puglia,Lecce,,Sac0000004,,Sac0000004,Sacra Corona Unita
2664,P00076411,Raul,Russo,M,1942-09-21,79,Puglia,Taranto,P0212052,Ndr0002257,Cos0003776,Ndr0002257,'Ndrangheta
2665,P00827319,Tullia,Rossetti,F,1990-07-08,31,Sicily,Gela,,Ndr0002257,,Ndr0002257,'Ndrangheta
2666,P00076612,Sofia,Russo,F,1997-11-08,24,Puglia,Andria,,Cam0005935,,Cam0005935,Camorra
2667,P00220779,Elio,Bruno,M,2006-02-08,16,Campania,Salerno,,Cam0005935,,Cam0005935,Camorra
2668,P00914751,Vittoria,Vitali,F,1942-10-29,79,Calabria,Reggio Calabria,P0090793,Cam0005935,,Cam0005935,Camorra
2669,P00076624,Emilia,Russo,F,1953-09-19,68,Puglia,Foggia,P0098335,Cam0006275,,Cam0006275,Camorra
2670,P00076662,Niccolo,Russo,M,1994-02-27,28,Puglia,Bari,,Ndr0002454,,Ndr0002454,'Ndrangheta
2671,P00076687,Ugo,Russo,M,1974-06-27,47,Puglia,Andria,,Ndr0002394,,Ndr0002394,'Ndrangheta
2672,P00852065,Carlo,Guerra,M,1946-01-22,76,Sicily,Vittoria,P0240700,Ndr0002394,,Ndr0002394,'Ndrangheta
